id,actividad_id,herramienta_id,cantidad,especificaciones
3446,1708,3,2,Herramienta para Verificar cilindros
3447,1709,44,1,Herramienta para Revisar mangueras
3448,1709,38,1,Herramienta para Revisar mangueras
3449,1709,43,1,Herramienta para Revisar mangueras
3450,1710,51,1,Herramienta para Engrasar articulaciones
3451,1710,21,1,Herramienta para Engrasar articulaciones
3452,1710,54,2,Herramienta para Engrasar articulaciones
3453,1711,1,2,Herramienta para Limpiar filtros de aire acondicionado
3454,1711,15,2,Herramienta para Limpiar filtros de aire acondicionado
3455,1711,22,1,Herramienta para Limpiar filtros de aire acondicionado
3456,1712,57,2,Herramienta para Cambiar filtro de combustible
3457,1712,9,1,Herramienta para Cambiar filtro de combustible
3458,1713,52,1,Herramienta para Revisar batería
3459,1714,18,2,Herramienta para Verificar bomba de combustible
3460,1715,21,1,Herramienta para Inspección visual
3461,1715,16,2,Herramienta para Inspección visual
3462,1716,56,1,Herramienta para Revisar pastillas
3463,1716,13,1,Herramienta para Revisar pastillas
3464,1717,52,1,Herramienta para Revisar convertidor
3465,1717,8,1,Herramienta para Revisar convertidor
3466,1718,31,2,Herramienta para Verificar pasadores
3467,1718,41,2,Herramienta para Verificar pasadores
3468,1718,15,1,Herramienta para Verificar pasadores
3469,1719,12,1,Herramienta para Verificar pasadores
3470,1720,36,2,Herramienta para Pintar partes oxidadas
3471,1720,6,1,Herramienta para Pintar partes oxidadas
3472,1721,44,2,Herramienta para Verificar juego
3473,1721,41,2,Herramienta para Verificar juego
3474,1721,57,1,Herramienta para Verificar juego
3475,1722,23,2,Herramienta para Verificar silenciador
3476,1722,20,1,Herramienta para Verificar silenciador
3477,1722,36,1,Herramienta para Verificar silenciador
3478,1723,10,1,Herramienta para Cambiar filtro de aceite
3479,1723,60,1,Herramienta para Cambiar filtro de aceite
3480,1723,6,1,Herramienta para Cambiar filtro de aceite
3481,1724,30,1,Herramienta para Verificar termostato
3482,1724,43,2,Herramienta para Verificar termostato
3483,1724,35,2,Herramienta para Verificar termostato
3484,1725,48,2,Herramienta para Revisar tubo de escape
3485,1725,46,2,Herramienta para Revisar tubo de escape
3486,1726,47,1,Herramienta para Pintar partes oxidadas
3487,1726,41,2,Herramienta para Pintar partes oxidadas
3488,1726,36,2,Herramienta para Pintar partes oxidadas
3489,1727,51,2,Herramienta para Revisar mangueras
3490,1728,46,1,Herramienta para Verificar bomba de combustible
3491,1728,55,1,Herramienta para Verificar bomba de combustible
3492,1729,54,1,Herramienta para Revisar convertidor
3493,1729,42,2,Herramienta para Revisar convertidor
3494,1730,29,1,Herramienta para Verificar funcionamiento de motor
3495,1730,10,1,Herramienta para Verificar funcionamiento de motor
3496,1731,28,2,Herramienta para Inspeccionar desgaste
3497,1732,59,2,Herramienta para Revisar batería
3498,1732,34,1,Herramienta para Revisar batería
3499,1733,18,2,Herramienta para Cambiar aceite hidráulico
3500,1734,34,1,Herramienta para Engrasar puntos de lubricación
3501,1734,4,2,Herramienta para Engrasar puntos de lubricación
3502,1734,45,2,Herramienta para Engrasar puntos de lubricación
3503,1735,52,1,Herramienta para Cambiar filtro de combustible
3504,1735,35,1,Herramienta para Cambiar filtro de combustible
3505,1736,16,1,Herramienta para Revisar mangueras
3506,1736,2,2,Herramienta para Revisar mangueras
3507,1737,36,1,Herramienta para Cambiar filtro de aire
3508,1737,12,2,Herramienta para Cambiar filtro de aire
3509,1737,51,1,Herramienta para Cambiar filtro de aire
3510,1738,20,2,Herramienta para Inspeccionar rodillos
3511,1738,55,2,Herramienta para Inspeccionar rodillos
3512,1738,17,2,Herramienta para Inspeccionar rodillos
3513,1739,56,1,Herramienta para Revisar bomba de dirección
3514,1740,14,1,Herramienta para Inspeccionar desgaste
3515,1741,42,2,Herramienta para Verificar funcionamiento de motor
3516,1742,43,1,Herramienta para Revisar asiento
3517,1743,9,2,Herramienta para Revisar batería
3518,1743,24,1,Herramienta para Revisar batería
3519,1744,39,1,Herramienta para Verificar cilindros
3520,1744,45,2,Herramienta para Verificar cilindros
3521,1744,57,1,Herramienta para Verificar cilindros
3522,1745,15,1,Herramienta para Verificar nivel de aceite
3523,1746,3,1,Herramienta para Revisar asiento
3524,1747,35,2,Herramienta para Inspeccionar DPF
3525,1747,40,1,Herramienta para Inspeccionar DPF
3526,1747,43,1,Herramienta para Inspeccionar DPF
3527,1748,22,1,Herramienta para Reparar abolladuras
3528,1748,47,2,Herramienta para Reparar abolladuras
3529,1748,54,2,Herramienta para Reparar abolladuras
3530,1749,26,1,Herramienta para Verificar sprockets
3531,1750,11,1,Herramienta para Verificar funcionamiento de motor
3532,1750,39,2,Herramienta para Verificar funcionamiento de motor
3533,1751,43,2,Herramienta para Verificar nivel de aceite
3534,1751,7,1,Herramienta para Verificar nivel de aceite
3535,1751,4,1,Herramienta para Verificar nivel de aceite
3536,1752,37,2,Herramienta para Revisar inyectores
3537,1752,20,1,Herramienta para Revisar inyectores
3538,1752,15,2,Herramienta para Revisar inyectores
3539,1753,11,2,Herramienta para Verificar termostato
3540,1753,3,1,Herramienta para Verificar termostato
3541,1753,57,1,Herramienta para Verificar termostato
3542,1754,60,1,Herramienta para Engrasar articulaciones
3543,1755,42,2,Herramienta para Cambiar filtro de aire
3544,1755,51,1,Herramienta para Cambiar filtro de aire
3545,1755,36,1,Herramienta para Cambiar filtro de aire
3546,1756,31,2,Herramienta para Verificar juego
3547,1756,36,1,Herramienta para Verificar juego
3548,1756,10,1,Herramienta para Verificar juego
3549,1757,23,2,Herramienta para Inspeccionar desgaste
3550,1758,17,1,Herramienta para Inspeccionar correas
3551,1759,47,1,Herramienta para Verificar silenciador
3552,1759,18,2,Herramienta para Verificar silenciador
3553,1759,22,1,Herramienta para Verificar silenciador
3554,1760,6,2,Herramienta para Engrasar articulaciones
3555,1760,53,1,Herramienta para Engrasar articulaciones
3556,1760,40,2,Herramienta para Engrasar articulaciones
3557,1761,29,1,Herramienta para Revisar tensión de cadena
3558,1761,10,2,Herramienta para Revisar tensión de cadena
3559,1761,51,2,Herramienta para Revisar tensión de cadena
3560,1762,29,2,Herramienta para Revisar pastillas
3561,1762,8,1,Herramienta para Revisar pastillas
3562,1762,23,2,Herramienta para Revisar pastillas
3563,1763,38,2,Herramienta para Verificar pasadores
3564,1763,37,1,Herramienta para Verificar pasadores
3565,1763,31,2,Herramienta para Verificar pasadores
3566,1764,15,1,Herramienta para Inspeccionar conexiones
3567,1765,12,2,Herramienta para Engrasar puntos de lubricación
3568,1765,3,2,Herramienta para Engrasar puntos de lubricación
3569,1766,3,2,Herramienta para Limpiar radiador
3570,1766,2,2,Herramienta para Limpiar radiador
3571,1766,22,1,Herramienta para Limpiar radiador
3572,1767,16,1,Herramienta para Revisar convertidor
3573,1768,10,1,Herramienta para Limpiar radiador
3574,1769,56,1,Herramienta para Engrasar puntos de lubricación
3575,1769,31,2,Herramienta para Engrasar puntos de lubricación
3576,1769,39,2,Herramienta para Engrasar puntos de lubricación
3577,1770,44,2,Herramienta para Inspección visual
3578,1770,23,1,Herramienta para Inspección visual
3579,1770,28,1,Herramienta para Inspección visual
3580,1771,37,2,Herramienta para Inspeccionar correas
3581,1771,14,1,Herramienta para Inspeccionar correas
3582,1772,27,1,Herramienta para Inspeccionar DPF
3583,1772,58,2,Herramienta para Inspeccionar DPF
3584,1773,56,2,Herramienta para Revisar bomba de dirección
3585,1773,3,2,Herramienta para Revisar bomba de dirección
3586,1774,44,1,Herramienta para Revisar asiento
3587,1775,34,2,Herramienta para Revisar batería
3588,1775,49,1,Herramienta para Revisar batería
3589,1775,33,2,Herramienta para Revisar batería
3590,1776,15,2,Herramienta para Cambiar aceite hidráulico
3591,1777,43,1,Herramienta para Inspeccionar rodillos
3592,1777,57,2,Herramienta para Inspeccionar rodillos
3593,1777,11,1,Herramienta para Inspeccionar rodillos
3594,1778,48,1,Herramienta para Revisar convertidor
3595,1779,30,1,Herramienta para Verificar bomba de combustible
3596,1780,37,2,Herramienta para Cambiar filtro de aire
3597,1781,46,2,Herramienta para Ajustar embrague
3598,1781,27,1,Herramienta para Ajustar embrague
3599,1781,5,2,Herramienta para Ajustar embrague
3600,1782,43,1,Herramienta para Pintar partes oxidadas
3601,1782,52,1,Herramienta para Pintar partes oxidadas
3602,1782,27,1,Herramienta para Pintar partes oxidadas
3603,1783,54,1,Herramienta para Verificar controles
3604,1784,17,1,Herramienta para Revisar tubo de escape
3605,1785,50,2,Herramienta para Revisar mangueras
3606,1785,8,1,Herramienta para Revisar mangueras
3607,1785,14,2,Herramienta para Revisar mangueras
3608,1786,6,2,Herramienta para Verificar nivel de aceite
3609,1786,8,1,Herramienta para Verificar nivel de aceite
3610,1786,52,2,Herramienta para Verificar nivel de aceite
3611,1787,1,1,Herramienta para Revisar inyectores
3612,1788,9,2,Herramienta para Revisar nivel de refrigerante
3613,1788,22,2,Herramienta para Revisar nivel de refrigerante
3614,1788,49,2,Herramienta para Revisar nivel de refrigerante
3615,1789,30,1,Herramienta para Verificar silenciador
3616,1789,36,1,Herramienta para Verificar silenciador
3617,1789,29,2,Herramienta para Verificar silenciador
3618,1790,59,2,Herramienta para Revisar bomba de dirección
3619,1790,13,2,Herramienta para Revisar bomba de dirección
3620,1791,59,2,Herramienta para Revisar asiento
3621,1791,11,1,Herramienta para Revisar asiento
3622,1792,27,2,Herramienta para Rotar neumáticos
3623,1792,10,1,Herramienta para Rotar neumáticos
3624,1793,51,2,Herramienta para Verificar bomba de combustible
3625,1793,59,1,Herramienta para Verificar bomba de combustible
3626,1794,18,1,Herramienta para Cambiar filtro de aceite
3627,1794,29,2,Herramienta para Cambiar filtro de aceite
3628,1795,22,1,Herramienta para Limpiar filtros de aire acondicionado
3629,1796,38,1,Herramienta para Verificar juego
3630,1796,35,1,Herramienta para Verificar juego
3631,1797,51,2,Herramienta para Verificar pasadores
3632,1797,52,1,Herramienta para Verificar pasadores
3633,1798,15,2,Herramienta para Verificar sprockets
3634,1798,11,2,Herramienta para Verificar sprockets
3635,1798,7,2,Herramienta para Verificar sprockets
3636,1799,41,2,Herramienta para Verificar nivel de aceite
3637,1800,13,1,Herramienta para Ajustar frenos
3638,1800,39,1,Herramienta para Ajustar frenos
3639,1801,2,1,Herramienta para Revisar convertidor
3640,1802,55,1,Herramienta para Revisar batería
3641,1802,32,1,Herramienta para Revisar batería
3642,1803,2,2,Herramienta para Revisar pastillas
3643,1803,38,1,Herramienta para Revisar pastillas
3644,1804,33,2,Herramienta para Pintar partes oxidadas
3645,1804,9,1,Herramienta para Pintar partes oxidadas
3646,1805,4,2,Herramienta para Cambiar aceite de motor
3647,1805,27,1,Herramienta para Cambiar aceite de motor
3648,1806,24,1,Herramienta para Engrasar articulaciones
3649,1806,2,2,Herramienta para Engrasar articulaciones
3650,1806,48,1,Herramienta para Engrasar articulaciones
3651,1807,46,1,Herramienta para Revisar mangueras
3652,1807,19,1,Herramienta para Revisar mangueras
3653,1807,58,1,Herramienta para Revisar mangueras
3654,1808,40,2,Herramienta para Inspeccionar desgaste
3655,1809,15,2,Herramienta para Verificar termostato
3656,1810,17,2,Herramienta para Ajustar frenos
3657,1810,52,2,Herramienta para Ajustar frenos
3658,1810,53,1,Herramienta para Ajustar frenos
3659,1811,47,1,Herramienta para Verificar pasadores
3660,1811,19,1,Herramienta para Verificar pasadores
3661,1811,38,2,Herramienta para Verificar pasadores
3662,1812,26,2,Herramienta para Revisar tensión de cadena
3663,1812,27,1,Herramienta para Revisar tensión de cadena
3664,1812,3,1,Herramienta para Revisar tensión de cadena
3665,1813,6,2,Herramienta para Revisar tubo de escape
3666,1814,45,2,Herramienta para Verificar presión
3667,1814,13,2,Herramienta para Verificar presión
3668,1814,15,2,Herramienta para Verificar presión
3669,1815,50,2,Herramienta para Cambiar aceite hidráulico
3670,1815,4,2,Herramienta para Cambiar aceite hidráulico
3671,1815,6,2,Herramienta para Cambiar aceite hidráulico
3672,1816,20,1,Herramienta para Verificar funcionamiento de motor
3673,1816,25,2,Herramienta para Verificar funcionamiento de motor
3674,1817,2,1,Herramienta para Verificar nivel de aceite
3675,1817,5,1,Herramienta para Verificar nivel de aceite
3676,1817,41,1,Herramienta para Verificar nivel de aceite
3677,1818,15,2,Herramienta para Cambiar filtro de aire
3678,1818,37,1,Herramienta para Cambiar filtro de aire
3679,1818,48,2,Herramienta para Cambiar filtro de aire
3680,1819,18,2,Herramienta para Revisar mangueras
3681,1820,13,2,Herramienta para Engrasar articulaciones
3682,1820,55,1,Herramienta para Engrasar articulaciones
3683,1820,44,1,Herramienta para Engrasar articulaciones
3684,1821,18,2,Herramienta para Verificar controles
3685,1821,25,2,Herramienta para Verificar controles
3686,1821,35,2,Herramienta para Verificar controles
3687,1822,28,2,Herramienta para Ajustar embrague
3688,1823,24,2,Herramienta para Revisar tubo de escape
3689,1823,33,1,Herramienta para Revisar tubo de escape
3690,1824,17,2,Herramienta para Verificar pasadores
3691,1824,27,1,Herramienta para Verificar pasadores
3692,1824,60,2,Herramienta para Verificar pasadores
3693,1825,19,2,Herramienta para Cambiar aceite hidráulico
3694,1825,33,1,Herramienta para Cambiar aceite hidráulico
3695,1826,50,1,Herramienta para Verificar líquido de frenos
3696,1826,45,1,Herramienta para Verificar líquido de frenos
3697,1826,38,1,Herramienta para Verificar líquido de frenos
3698,1827,53,2,Herramienta para Revisar asiento
3699,1828,45,1,Herramienta para Verificar presión
3700,1829,31,2,Herramienta para Verificar juego
3701,1829,48,1,Herramienta para Verificar juego
3702,1830,49,2,Herramienta para Inspeccionar rodillos
3703,1830,38,2,Herramienta para Inspeccionar rodillos
3704,1830,30,1,Herramienta para Inspeccionar rodillos
3705,1831,9,2,Herramienta para Revisar batería
3706,1832,58,2,Herramienta para Engrasar articulaciones
3707,1833,3,2,Herramienta para Reparar abolladuras
3708,1833,54,1,Herramienta para Reparar abolladuras
3709,1833,36,2,Herramienta para Reparar abolladuras
3710,1834,19,2,Herramienta para Limpiar radiador
3711,1834,5,2,Herramienta para Limpiar radiador
3712,1835,29,2,Herramienta para Cambiar filtro de aire
3713,1835,59,1,Herramienta para Cambiar filtro de aire
3714,1836,54,1,Herramienta para Revisar inyectores
3715,1836,44,1,Herramienta para Revisar inyectores
3716,1836,8,1,Herramienta para Revisar inyectores
3717,1837,32,2,Herramienta para Ajustar embrague
3718,1838,28,1,Herramienta para Revisar tubo de escape
3719,1838,18,1,Herramienta para Revisar tubo de escape
3720,1838,30,2,Herramienta para Revisar tubo de escape
3721,1839,11,1,Herramienta para Inspeccionar conexiones
3722,1839,56,2,Herramienta para Inspeccionar conexiones
3723,1839,24,1,Herramienta para Inspeccionar conexiones
3724,1840,56,2,Herramienta para Ajustar frenos
3725,1840,35,1,Herramienta para Ajustar frenos
3726,1840,40,2,Herramienta para Ajustar frenos
3727,1841,28,1,Herramienta para Cambiar aceite de motor
3728,1841,12,2,Herramienta para Cambiar aceite de motor
3729,1841,8,2,Herramienta para Cambiar aceite de motor
3730,1842,6,2,Herramienta para Revisar convertidor
3731,1843,39,1,Herramienta para Verificar controles
3732,1844,52,2,Herramienta para Cambiar filtro de aire
3733,1844,21,2,Herramienta para Cambiar filtro de aire
3734,1845,42,1,Herramienta para Revisar tensión de cadena
3735,1846,4,2,Herramienta para Inspeccionar correas
3736,1847,57,2,Herramienta para Revisar inyectores
3737,1847,47,2,Herramienta para Revisar inyectores
3738,1847,35,1,Herramienta para Revisar inyectores
3739,1848,13,1,Herramienta para Engrasar puntos de lubricación
3740,1849,3,2,Herramienta para Verificar silenciador
3741,1849,9,2,Herramienta para Verificar silenciador
3742,1850,54,2,Herramienta para Inspección visual
3743,1851,52,1,Herramienta para Verificar líquido de frenos
3744,1851,9,2,Herramienta para Verificar líquido de frenos
3745,1851,22,1,Herramienta para Verificar líquido de frenos
3746,1852,46,1,Herramienta para Inspeccionar conexiones
3747,1852,35,2,Herramienta para Inspeccionar conexiones
3748,1853,41,1,Herramienta para Verificar controles
3749,1853,49,2,Herramienta para Verificar controles
3750,1854,28,1,Herramienta para Verificar pasadores
3751,1855,32,2,Herramienta para Revisar tubo de escape
3752,1855,53,2,Herramienta para Revisar tubo de escape
3753,1855,1,1,Herramienta para Revisar tubo de escape
3754,1856,46,2,Herramienta para Revisar convertidor
3755,1856,60,1,Herramienta para Revisar convertidor
3756,1857,42,1,Herramienta para Ajustar frenos
3757,1858,56,2,Herramienta para Cambiar filtro de combustible
3758,1859,1,1,Herramienta para Engrasar puntos de lubricación
3759,1859,52,1,Herramienta para Engrasar puntos de lubricación
3760,1860,1,1,Herramienta para Revisar mangueras
3761,1860,18,2,Herramienta para Revisar mangueras
3762,1860,39,1,Herramienta para Revisar mangueras
3763,1861,56,2,Herramienta para Revisar dientes
3764,1862,46,1,Herramienta para Verificar silenciador
3765,1862,33,2,Herramienta para Verificar silenciador
3766,1863,25,2,Herramienta para Engrasar articulaciones
3767,1863,26,2,Herramienta para Engrasar articulaciones
3768,1864,57,2,Herramienta para Inspeccionar rodillos
3769,1865,43,1,Herramienta para Verificar termostato
3770,1866,31,2,Herramienta para Inspección visual
3771,1866,7,2,Herramienta para Inspección visual
3772,1866,50,2,Herramienta para Inspección visual
3773,1867,60,1,Herramienta para Verificar alternador
3774,1867,6,1,Herramienta para Verificar alternador
3775,1868,28,1,Herramienta para Verificar sprockets
3776,1868,19,2,Herramienta para Verificar sprockets
3777,1868,1,2,Herramienta para Verificar sprockets
3778,1869,43,2,Herramienta para Verificar funcionamiento de motor
3779,1869,20,2,Herramienta para Verificar funcionamiento de motor
3780,1869,14,2,Herramienta para Verificar funcionamiento de motor
3781,1870,16,2,Herramienta para Revisar bomba de dirección
3782,1870,26,2,Herramienta para Revisar bomba de dirección
3783,1871,51,1,Herramienta para Rotar neumáticos
3784,1872,31,2,Herramienta para Revisar mangueras
3785,1872,45,2,Herramienta para Revisar mangueras
3786,1872,43,1,Herramienta para Revisar mangueras
3787,1873,44,2,Herramienta para Engrasar articulaciones
3788,1873,47,1,Herramienta para Engrasar articulaciones
3789,1873,17,2,Herramienta para Engrasar articulaciones
3790,1874,5,2,Herramienta para Revisar asiento
3791,1874,53,1,Herramienta para Revisar asiento
3792,1875,10,1,Herramienta para Cambiar aceite hidráulico
3793,1875,60,1,Herramienta para Cambiar aceite hidráulico
3794,1875,46,1,Herramienta para Cambiar aceite hidráulico
3795,1876,27,2,Herramienta para Cambiar aceite de transmisión
3796,1876,37,2,Herramienta para Cambiar aceite de transmisión
3797,1876,39,2,Herramienta para Cambiar aceite de transmisión
3798,1877,47,2,Herramienta para Cambiar filtro de combustible
3799,1878,12,1,Herramienta para Verificar juego
3800,1878,47,2,Herramienta para Verificar juego
3801,1878,19,1,Herramienta para Verificar juego
3802,1879,53,2,Herramienta para Revisar pastillas
3803,1879,26,1,Herramienta para Revisar pastillas
3804,1880,6,1,Herramienta para Rotar neumáticos
3805,1880,4,2,Herramienta para Rotar neumáticos
3806,1881,8,2,Herramienta para Verificar silenciador
3807,1881,50,2,Herramienta para Verificar silenciador
3808,1882,1,2,Herramienta para Revisar asiento
3809,1882,44,1,Herramienta para Revisar asiento
3810,1883,50,2,Herramienta para Cambiar filtro de aceite
3811,1883,15,1,Herramienta para Cambiar filtro de aceite
3812,1884,30,2,Herramienta para Cambiar aceite hidráulico
3813,1884,21,2,Herramienta para Cambiar aceite hidráulico
3814,1885,40,2,Herramienta para Reparar abolladuras
3815,1886,52,1,Herramienta para Revisar inyectores
3816,1886,36,1,Herramienta para Revisar inyectores
3817,1887,34,1,Herramienta para Cambiar aceite de transmisión
3818,1887,36,2,Herramienta para Cambiar aceite de transmisión
3819,1887,20,1,Herramienta para Cambiar aceite de transmisión
3820,1888,14,2,Herramienta para Verificar líquido de frenos
3821,1888,46,2,Herramienta para Verificar líquido de frenos
3822,1889,10,1,Herramienta para Revisar bomba de dirección
3823,1889,53,2,Herramienta para Revisar bomba de dirección
3824,1889,15,2,Herramienta para Revisar bomba de dirección
3825,1890,10,1,Herramienta para Limpiar radiador
3826,1890,59,2,Herramienta para Limpiar radiador
3827,1890,9,1,Herramienta para Limpiar radiador
3828,1891,15,1,Herramienta para Inspeccionar desgaste
3829,1892,19,1,Herramienta para Verificar controles
3830,1892,48,2,Herramienta para Verificar controles
3831,1893,15,1,Herramienta para Cambiar aceite hidráulico
3832,1893,11,1,Herramienta para Cambiar aceite hidráulico
3833,1893,16,1,Herramienta para Cambiar aceite hidráulico
3834,1894,15,2,Herramienta para Revisar tubo de escape
3835,1894,26,2,Herramienta para Revisar tubo de escape
3836,1895,43,1,Herramienta para Inspección visual
3837,1895,28,1,Herramienta para Inspección visual
3838,1895,37,1,Herramienta para Inspección visual
3839,1896,39,2,Herramienta para Verificar pasadores
3840,1896,25,1,Herramienta para Verificar pasadores
3841,1897,1,1,Herramienta para Revisar mangueras
3842,1898,11,2,Herramienta para Inspeccionar DPF
3843,1899,28,1,Herramienta para Revisar inyectores
3844,1899,53,2,Herramienta para Revisar inyectores
3845,1899,18,2,Herramienta para Revisar inyectores
3846,1900,32,2,Herramienta para Verificar controles
3847,1900,50,1,Herramienta para Verificar controles
3848,1900,8,2,Herramienta para Verificar controles
3849,1901,37,2,Herramienta para Reparar abolladuras
3850,1901,1,1,Herramienta para Reparar abolladuras
3851,1901,30,2,Herramienta para Reparar abolladuras
3852,1902,51,1,Herramienta para Verificar cilindros
3853,1902,36,1,Herramienta para Verificar cilindros
3854,1903,38,1,Herramienta para Engrasar articulaciones
3855,1903,15,1,Herramienta para Engrasar articulaciones
3856,1903,6,2,Herramienta para Engrasar articulaciones
3857,1904,7,1,Herramienta para Engrasar puntos de lubricación
3858,1904,53,2,Herramienta para Engrasar puntos de lubricación
3859,1905,16,2,Herramienta para Inspeccionar correas
3860,1905,59,2,Herramienta para Inspeccionar correas
3861,1905,60,2,Herramienta para Inspeccionar correas
3862,1906,40,2,Herramienta para Cambiar aceite de transmisión
3863,1906,4,1,Herramienta para Cambiar aceite de transmisión
3864,1906,2,1,Herramienta para Cambiar aceite de transmisión
3865,1907,27,1,Herramienta para Verificar pasadores
3866,1907,38,1,Herramienta para Verificar pasadores
3867,1907,19,1,Herramienta para Verificar pasadores
3868,1908,56,2,Herramienta para Cambiar filtro de aire
3869,1909,36,2,Herramienta para Verificar sprockets
3870,1910,27,2,Herramienta para Pintar partes oxidadas
3871,1910,39,2,Herramienta para Pintar partes oxidadas
3872,1910,3,2,Herramienta para Pintar partes oxidadas
3873,1911,43,2,Herramienta para Revisar mangueras
3874,1911,16,1,Herramienta para Revisar mangueras
3875,1912,25,1,Herramienta para Revisar nivel de refrigerante
3876,1912,30,1,Herramienta para Revisar nivel de refrigerante
3877,1912,5,1,Herramienta para Revisar nivel de refrigerante
3878,1913,23,2,Herramienta para Verificar pasadores
3879,1913,27,1,Herramienta para Verificar pasadores
3880,1914,37,1,Herramienta para Verificar líquido de frenos
3881,1914,34,1,Herramienta para Verificar líquido de frenos
3882,1914,17,1,Herramienta para Verificar líquido de frenos
3883,1915,29,2,Herramienta para Verificar alternador
3884,1916,56,1,Herramienta para Verificar bomba de combustible
3885,1916,32,2,Herramienta para Verificar bomba de combustible
3886,1917,36,2,Herramienta para Engrasar articulaciones
3887,1917,47,2,Herramienta para Engrasar articulaciones
3888,1918,53,1,Herramienta para Inspeccionar DPF
3889,1919,58,1,Herramienta para Revisar tensión de cadena
3890,1919,21,1,Herramienta para Revisar tensión de cadena
3891,1920,42,2,Herramienta para Cambiar aceite de transmisión
3892,1920,22,1,Herramienta para Cambiar aceite de transmisión
3893,1921,51,1,Herramienta para Verificar termostato
3894,1922,30,2,Herramienta para Revisar dientes
3895,1922,9,2,Herramienta para Revisar dientes
3896,1922,22,1,Herramienta para Revisar dientes
3897,1923,51,1,Herramienta para Verificar juego
3898,1923,37,2,Herramienta para Verificar juego
3899,1924,39,1,Herramienta para Cambiar aceite de motor
3900,1925,33,1,Herramienta para Revisar pastillas
3901,1925,39,1,Herramienta para Revisar pastillas
3902,1926,37,1,Herramienta para Verificar termostato
3903,1926,45,1,Herramienta para Verificar termostato
3904,1926,56,2,Herramienta para Verificar termostato
3905,1927,2,2,Herramienta para Reparar abolladuras
3906,1927,44,1,Herramienta para Reparar abolladuras
3907,1928,60,1,Herramienta para Cambiar aceite de transmisión
3908,1929,17,2,Herramienta para Inspeccionar conexiones
3909,1930,42,2,Herramienta para Inspeccionar rodillos
3910,1930,40,1,Herramienta para Inspeccionar rodillos
3911,1930,48,1,Herramienta para Inspeccionar rodillos
3912,1931,36,1,Herramienta para Verificar controles
3913,1931,33,1,Herramienta para Verificar controles
3914,1931,7,1,Herramienta para Verificar controles
3915,1932,24,2,Herramienta para Verificar bomba de combustible
3916,1933,8,1,Herramienta para Revisar nivel de refrigerante
3917,1933,7,1,Herramienta para Revisar nivel de refrigerante
3918,1933,32,1,Herramienta para Revisar nivel de refrigerante
3919,1934,4,1,Herramienta para Verificar líquido de frenos
3920,1934,13,2,Herramienta para Verificar líquido de frenos
3921,1935,19,1,Herramienta para Cambiar filtro de aceite
3922,1935,48,1,Herramienta para Cambiar filtro de aceite
3923,1935,30,1,Herramienta para Cambiar filtro de aceite
3924,1936,27,2,Herramienta para Revisar bomba de dirección
3925,1936,4,2,Herramienta para Revisar bomba de dirección
3926,1936,20,1,Herramienta para Revisar bomba de dirección
3927,1937,53,1,Herramienta para Inspección visual
3928,1938,43,2,Herramienta para Revisar asiento
3929,1938,25,1,Herramienta para Revisar asiento
3930,1939,38,2,Herramienta para Cambiar filtro de combustible
3931,1939,33,2,Herramienta para Cambiar filtro de combustible
3932,1939,56,2,Herramienta para Cambiar filtro de combustible
3933,1940,10,2,Herramienta para Verificar funcionamiento de motor
3934,1940,16,2,Herramienta para Verificar funcionamiento de motor
3935,1940,8,2,Herramienta para Verificar funcionamiento de motor
3936,1941,2,1,Herramienta para Verificar pasadores
3937,1941,54,2,Herramienta para Verificar pasadores
3938,1942,22,1,Herramienta para Cambiar aceite de motor
3939,1942,59,1,Herramienta para Cambiar aceite de motor
3940,1943,2,2,Herramienta para Revisar bomba de dirección
3941,1944,2,2,Herramienta para Verificar cilindros
3942,1944,24,2,Herramienta para Verificar cilindros
3943,1944,53,2,Herramienta para Verificar cilindros
3944,1945,26,1,Herramienta para Drenar tanque
3945,1945,43,2,Herramienta para Drenar tanque
3946,1945,18,1,Herramienta para Drenar tanque
3947,1946,51,2,Herramienta para Verificar termostato
3948,1946,46,1,Herramienta para Verificar termostato
3949,1946,18,2,Herramienta para Verificar termostato
3950,1947,35,2,Herramienta para Verificar alternador
3951,1948,34,2,Herramienta para Revisar pastillas
3952,1948,36,1,Herramienta para Revisar pastillas
3953,1949,41,1,Herramienta para Inspeccionar rodillos
3954,1949,28,2,Herramienta para Inspeccionar rodillos
3955,1949,29,2,Herramienta para Inspeccionar rodillos
3956,1950,29,2,Herramienta para Cambiar aceite de transmisión
3957,1950,48,2,Herramienta para Cambiar aceite de transmisión
3958,1950,7,2,Herramienta para Cambiar aceite de transmisión
3959,1951,11,1,Herramienta para Inspeccionar desgaste
3960,1951,23,1,Herramienta para Inspeccionar desgaste
3961,1952,4,1,Herramienta para Verificar termostato
3962,1952,12,2,Herramienta para Verificar termostato
3963,1952,7,1,Herramienta para Verificar termostato
3964,1953,52,2,Herramienta para Cambiar aceite de motor
3965,1953,14,2,Herramienta para Cambiar aceite de motor
3966,1953,23,2,Herramienta para Cambiar aceite de motor
3967,1954,24,2,Herramienta para Revisar batería
3968,1955,41,1,Herramienta para Verificar funcionamiento de motor
3969,1956,42,2,Herramienta para Revisar dientes
3970,1956,22,2,Herramienta para Revisar dientes
3971,1956,52,1,Herramienta para Revisar dientes
3972,1957,57,2,Herramienta para Inspección visual
3973,1957,13,1,Herramienta para Inspección visual
