id,actividad_id,insumo_id,cantidad,unidad,especificaciones,costo_unitario
3854,1547,56,2.44,Unidad,Para Sistema de Frenos,810.73
3855,1548,16,1.12,Unidad,Para Motor,3964.04
3856,1549,77,5.24,Litro,Para Sistema de Refrigeración,19.39
3857,1549,55,4.18,Unidad,Para Sistema de Refrigeración,1559.76
3858,1549,1,4.17,Litro,Para Sistema de Refrigeración,22.6
3859,1549,5,4.41,Kg,Para Sistema de Refrigeración,19.17
3860,1550,74,3.84,Unidad,Para Sistema Hidráulico,1428.35
3861,1550,17,6.81,Unidad,Para Sistema Hidráulico,2959.45
3862,1551,61,9.44,Metro,Para Sistema de Escape,55.11
3863,1551,56,7.59,Unidad,Para Sistema de Escape,810.73
3864,1551,11,4.15,Unidad,Para Sistema de Escape,182.04
3865,1552,65,3.35,Litro,Para Sistema de Transmisión,16.21
3866,1552,57,0.95,Unidad,Para Sistema de Transmisión,32.3
3867,1552,76,6.29,Unidad,Para Sistema de Transmisión,102.65
3868,1553,21,4.83,Unidad,Para Carrocería,4.69
3869,1553,2,8.78,Litro,Para Carrocería,18.63
3870,1553,63,1.76,Unidad,Para Carrocería,108.41
3871,1554,68,9.48,Unidad,Para Sistema de Frenos,5.19
3872,1554,14,9.47,Litro,Para Sistema de Frenos,41.95
3873,1554,67,3.17,Litro,Para Sistema de Frenos,32.63
3874,1555,31,8.82,Unidad,Para Motor,24.59
3875,1555,71,4.58,Metro,Para Motor,80.71
3876,1555,18,7.64,Unidad,Para Motor,168.23
3877,1555,25,0.67,Unidad,Para Motor,252.67
3878,1556,51,4.77,Unidad,Para Sistema de Lubricación,285.17
3879,1556,9,9.26,Unidad,Para Sistema de Lubricación,153.52
3880,1557,46,8.49,Unidad,Para Sistema de Refrigeración,2133.66
3881,1557,57,3.86,Unidad,Para Sistema de Refrigeración,32.3
3882,1557,14,6.9,Litro,Para Sistema de Refrigeración,41.95
3883,1558,62,2.8,Unidad,Para Sistema de Escape,2513.71
3884,1558,36,7.82,Unidad,Para Sistema de Escape,867.16
3885,1558,7,6.03,Unidad,Para Sistema de Escape,54.31
3886,1559,55,2.92,Unidad,Para Sistema Hidráulico,1559.76
3887,1559,46,4.99,Unidad,Para Sistema Hidráulico,2133.66
3888,1559,62,8.58,Unidad,Para Sistema Hidráulico,2513.71
3889,1560,8,4.78,Unidad,Para Tren de Rodaje,38.39
3890,1560,69,3.12,Rollo,Para Tren de Rodaje,11.83
3891,1561,58,7.78,Unidad,Para Cabina,83.68
3892,1561,63,2.56,Unidad,Para Cabina,108.41
3893,1562,14,4.49,Litro,Para Cuchara y Brazo,41.95
3894,1563,76,8.85,Unidad,Para Sistema Eléctrico,102.65
3895,1563,36,0.6,Unidad,Para Sistema Eléctrico,867.16
3896,1563,21,8.87,Unidad,Para Sistema Eléctrico,4.69
3897,1563,18,2.59,Unidad,Para Sistema Eléctrico,168.23
3898,1564,32,8.51,Rollo,Para Sistema de Dirección,13.99
3899,1564,24,0.82,Unidad,Para Sistema de Dirección,44.49
3900,1564,1,0.81,Litro,Para Sistema de Dirección,22.6
3901,1564,78,4.86,Unidad,Para Sistema de Dirección,57.81
3902,1565,37,3.35,Unidad,Para Sistema de Combustible,4664.11
3903,1566,30,2.59,Kg,Para Filtros,9.85
3904,1566,71,9.36,Metro,Para Filtros,80.71
3905,1566,37,6.42,Unidad,Para Filtros,4664.11
3906,1567,8,0.69,Unidad,Para Neumáticos,38.39
3907,1567,57,7.04,Unidad,Para Neumáticos,32.3
3908,1568,43,1.55,Unidad,Para Sistema de Refrigeración,55.3
3909,1568,12,4.08,Unidad,Para Sistema de Refrigeración,112.53
3910,1568,13,9.02,Litro,Para Sistema de Refrigeración,21.42
3911,1569,76,1.29,Unidad,Para Tren de Rodaje,102.65
3912,1570,64,2.33,Litro,Para Cuchara y Brazo,37.39
3913,1570,42,2.3,Unidad,Para Cuchara y Brazo,88.45
3914,1570,58,6.02,Unidad,Para Cuchara y Brazo,83.68
3915,1571,73,4.66,Metro,Para Sistema de Lubricación,26.21
3916,1571,63,4.25,Unidad,Para Sistema de Lubricación,108.41
3917,1571,76,8.49,Unidad,Para Sistema de Lubricación,102.65
3918,1571,5,6.6,Kg,Para Sistema de Lubricación,19.17
3919,1572,29,6.41,Unidad,Para Filtros,2962.21
3920,1572,46,7.84,Unidad,Para Filtros,2133.66
3921,1573,57,4.37,Unidad,Para Sistema de Refrigeración,32.3
3922,1574,37,3.35,Unidad,Para Sistema Eléctrico,4664.11
3923,1574,53,6.98,Unidad,Para Sistema Eléctrico,314.96
3924,1574,29,3.4,Unidad,Para Sistema Eléctrico,2962.21
3925,1575,71,0.92,Metro,Para Motor,80.71
3926,1575,70,2.46,Litro,Para Motor,18.43
3927,1575,17,4.65,Unidad,Para Motor,2959.45
3928,1575,31,0.76,Unidad,Para Motor,24.59
3929,1576,53,8.81,Unidad,Para Sistema de Combustible,314.96
3930,1577,49,1.11,Unidad,Para Carrocería,4020.01
3931,1577,51,2.94,Unidad,Para Carrocería,285.17
3932,1577,8,9.6,Unidad,Para Carrocería,38.39
3933,1578,61,7.45,Metro,Para Sistema de Transmisión,55.11
3934,1578,38,6.19,Litro,Para Sistema de Transmisión,21.04
3935,1578,63,10.0,Unidad,Para Sistema de Transmisión,108.41
3936,1579,2,6.06,Litro,Para Sistema Hidráulico,18.63
3937,1579,9,3.12,Unidad,Para Sistema Hidráulico,153.52
3938,1579,29,2.42,Unidad,Para Sistema Hidráulico,2962.21
3939,1579,80,1.14,Unidad,Para Sistema Hidráulico,91.42
3940,1580,21,6.72,Unidad,Para Tren de Rodaje,4.69
3941,1580,75,1.44,Kg,Para Tren de Rodaje,15.27
3942,1580,25,7.15,Unidad,Para Tren de Rodaje,252.67
3943,1580,28,1.51,Unidad,Para Tren de Rodaje,1350.76
3944,1581,50,7.95,Litro,Para Neumáticos,26.83
3945,1581,44,4.85,Litro,Para Neumáticos,22.01
3946,1582,44,3.11,Litro,Para Sistema de Lubricación,22.01
3947,1583,76,0.53,Unidad,Para Sistema de Frenos,102.65
3948,1583,52,6.91,Metro,Para Sistema de Frenos,30.6
3949,1583,59,3.76,Kg,Para Sistema de Frenos,15.9
3950,1584,36,5.59,Unidad,Para Carrocería,867.16
3951,1584,69,4.08,Rollo,Para Carrocería,11.83
3952,1584,75,1.4,Kg,Para Carrocería,15.27
3953,1584,47,7.15,Rollo,Para Carrocería,10.46
3954,1585,15,3.13,Litro,Para Sistema de Frenos,22.71
3955,1585,7,3.42,Unidad,Para Sistema de Frenos,54.31
3956,1585,16,2.6,Unidad,Para Sistema de Frenos,3964.04
3957,1586,30,5.6,Kg,Para Neumáticos,9.85
3958,1586,14,6.65,Litro,Para Neumáticos,41.95
3959,1586,51,9.23,Unidad,Para Neumáticos,285.17
3960,1586,22,9.45,Unidad,Para Neumáticos,45.22
3961,1587,75,1.5,Kg,Para Motor,15.27
3962,1587,4,6.93,Litro,Para Motor,24.05
3963,1588,47,3.25,Rollo,Para Filtros,10.46
3964,1588,39,5.87,Litro,Para Filtros,19.86
3965,1588,80,6.79,Unidad,Para Filtros,91.42
3966,1588,28,7.76,Unidad,Para Filtros,1350.76
3967,1589,27,9.85,Unidad,Para Sistema de Refrigeración,39.85
3968,1589,52,6.92,Metro,Para Sistema de Refrigeración,30.6
3969,1589,35,4.95,Unidad,Para Sistema de Refrigeración,5.78
3970,1590,37,6.97,Unidad,Para Sistema Hidráulico,4664.11
3971,1591,73,8.69,Metro,Para Sistema de Dirección,26.21
3972,1592,27,0.88,Unidad,Para Sistema de Combustible,39.85
3973,1592,24,8.03,Unidad,Para Sistema de Combustible,44.49
3974,1592,41,9.27,Unidad,Para Sistema de Combustible,55.7
3975,1593,37,4.95,Unidad,Para Sistema de Escape,4664.11
3976,1593,2,6.02,Litro,Para Sistema de Escape,18.63
3977,1594,35,6.0,Unidad,Para Sistema Eléctrico,5.78
3978,1594,47,4.22,Rollo,Para Sistema Eléctrico,10.46
3979,1594,71,4.89,Metro,Para Sistema Eléctrico,80.71
3980,1594,22,1.32,Unidad,Para Sistema Eléctrico,45.22
3981,1595,43,0.73,Unidad,Para Filtros,55.3
3982,1595,2,6.64,Litro,Para Filtros,18.63
3983,1595,12,0.57,Unidad,Para Filtros,112.53
3984,1595,70,3.59,Litro,Para Filtros,18.43
3985,1596,3,8.81,Litro,Para Cuchara y Brazo,28.41
3986,1596,13,1.3,Litro,Para Cuchara y Brazo,21.42
3987,1597,33,1.71,Rollo,Para Motor,10.95
3988,1597,1,0.6,Litro,Para Motor,22.6
3989,1597,11,3.55,Unidad,Para Motor,182.04
3990,1598,37,5.54,Unidad,Para Cabina,4664.11
3991,1598,72,6.7,Unidad,Para Cabina,879.87
3992,1599,61,4.1,Metro,Para Sistema de Refrigeración,55.11
3993,1599,3,3.82,Litro,Para Sistema de Refrigeración,28.41
3994,1599,64,1.05,Litro,Para Sistema de Refrigeración,37.39
3995,1599,38,1.83,Litro,Para Sistema de Refrigeración,21.04
3996,1600,36,8.53,Unidad,Para Neumáticos,867.16
3997,1600,60,4.13,Unidad,Para Neumáticos,32.67
3998,1600,57,9.4,Unidad,Para Neumáticos,32.3
3999,1601,48,9.15,Kg,Para Sistema de Lubricación,13.54
4000,1602,68,0.95,Unidad,Para Motor,5.19
4001,1602,12,7.35,Unidad,Para Motor,112.53
4002,1602,37,3.97,Unidad,Para Motor,4664.11
4003,1603,17,3.18,Unidad,Para Tren de Rodaje,2959.45
4004,1604,80,4.4,Unidad,Para Sistema de Transmisión,91.42
4005,1605,10,7.11,Unidad,Para Sistema de Lubricación,76.95
4006,1605,38,7.66,Litro,Para Sistema de Lubricación,21.04
4007,1605,6,3.86,Kg,Para Sistema de Lubricación,15.65
4008,1606,43,1.75,Unidad,Para Sistema de Combustible,55.3
4009,1606,18,8.38,Unidad,Para Sistema de Combustible,168.23
4010,1606,19,8.02,Unidad,Para Sistema de Combustible,692.57
4011,1606,14,4.21,Litro,Para Sistema de Combustible,41.95
4012,1607,34,4.87,Unidad,Para Filtros,53.29
4013,1607,76,8.11,Unidad,Para Filtros,102.65
4014,1607,71,9.67,Metro,Para Filtros,80.71
4015,1608,60,5.07,Unidad,Para Sistema Hidráulico,32.67
4016,1608,1,9.38,Litro,Para Sistema Hidráulico,22.6
4017,1608,7,8.8,Unidad,Para Sistema Hidráulico,54.31
4018,1609,62,7.78,Unidad,Para Sistema de Escape,2513.71
4019,1610,19,3.81,Unidad,Para Cuchara y Brazo,692.57
4020,1611,13,7.01,Litro,Para Sistema de Refrigeración,21.42
4021,1611,25,7.98,Unidad,Para Sistema de Refrigeración,252.67
4022,1611,52,5.2,Metro,Para Sistema de Refrigeración,30.6
4023,1612,14,3.46,Litro,Para Sistema de Dirección,41.95
4024,1613,65,6.35,Litro,Para Sistema Eléctrico,16.21
4025,1614,37,9.09,Unidad,Para Sistema de Refrigeración,4664.11
4026,1614,41,5.2,Unidad,Para Sistema de Refrigeración,55.7
4027,1615,66,5.86,Unidad,Para Cabina,87.62
4028,1615,23,8.94,Unidad,Para Cabina,77.47
4029,1615,5,9.17,Kg,Para Cabina,19.17
4030,1615,39,7.06,Litro,Para Cabina,19.86
4031,1616,55,2.23,Unidad,Para Motor,1559.76
4032,1616,16,8.53,Unidad,Para Motor,3964.04
4033,1616,17,3.4,Unidad,Para Motor,2959.45
4034,1617,9,6.63,Unidad,Para Sistema de Frenos,153.52
4035,1618,60,9.35,Unidad,Para Neumáticos,32.67
4036,1618,69,2.07,Rollo,Para Neumáticos,11.83
4037,1618,54,9.17,Unidad,Para Neumáticos,289.96
4038,1618,35,6.83,Unidad,Para Neumáticos,5.78
4039,1619,70,9.84,Litro,Para Filtros,18.43
4040,1620,44,8.79,Litro,Para Sistema de Escape,22.01
4041,1621,45,9.51,Unidad,Para Cuchara y Brazo,103.68
4042,1621,10,3.71,Unidad,Para Cuchara y Brazo,76.95
4043,1621,53,8.76,Unidad,Para Cuchara y Brazo,314.96
4044,1621,19,3.59,Unidad,Para Cuchara y Brazo,692.57
4045,1622,58,1.16,Unidad,Para Carrocería,83.68
4046,1622,29,3.13,Unidad,Para Carrocería,2962.21
4047,1623,26,6.35,Metro,Para Motor,66.92
4048,1623,51,4.94,Unidad,Para Motor,285.17
4049,1624,47,5.57,Rollo,Para Cuchara y Brazo,10.46
4050,1624,51,8.22,Unidad,Para Cuchara y Brazo,285.17
4051,1625,73,2.53,Metro,Para Sistema de Dirección,26.21
4052,1625,33,8.74,Rollo,Para Sistema de Dirección,10.95
4053,1626,15,5.01,Litro,Para Sistema de Lubricación,22.71
4054,1627,3,6.17,Litro,Para Sistema de Refrigeración,28.41
4055,1627,11,8.12,Unidad,Para Sistema de Refrigeración,182.04
4056,1627,32,5.1,Rollo,Para Sistema de Refrigeración,13.99
4057,1627,1,2.83,Litro,Para Sistema de Refrigeración,22.6
4058,1628,79,7.86,Kg,Para Neumáticos,13.21
4059,1628,22,9.59,Unidad,Para Neumáticos,45.22
4060,1628,6,7.36,Kg,Para Neumáticos,15.65
4061,1629,3,9.31,Litro,Para Sistema Eléctrico,28.41
4062,1630,41,9.2,Unidad,Para Carrocería,55.7
4063,1630,68,1.21,Unidad,Para Carrocería,5.19
4064,1630,4,9.23,Litro,Para Carrocería,24.05
4065,1631,37,3.4,Unidad,Para Sistema de Transmisión,4664.11
4066,1631,41,3.37,Unidad,Para Sistema de Transmisión,55.7
4067,1632,78,5.11,Unidad,Para Tren de Rodaje,57.81
4068,1632,13,4.83,Litro,Para Tren de Rodaje,21.42
4069,1632,73,7.98,Metro,Para Tren de Rodaje,26.21
4070,1633,16,2.7,Unidad,Para Sistema Hidráulico,3964.04
4071,1633,69,8.24,Rollo,Para Sistema Hidráulico,11.83
4072,1633,29,1.5,Unidad,Para Sistema Hidráulico,2962.21
4073,1633,64,4.48,Litro,Para Sistema Hidráulico,37.39
4074,1634,59,2.05,Kg,Para Sistema de Combustible,15.9
4075,1635,50,2.4,Litro,Para Filtros,26.83
4076,1635,22,7.09,Unidad,Para Filtros,45.22
4077,1636,28,2.52,Unidad,Para Sistema de Refrigeración,1350.76
4078,1636,72,4.87,Unidad,Para Sistema de Refrigeración,879.87
4079,1636,80,7.31,Unidad,Para Sistema de Refrigeración,91.42
4080,1637,60,5.37,Unidad,Para Sistema de Lubricación,32.67
4081,1637,14,2.68,Litro,Para Sistema de Lubricación,41.95
4082,1637,71,2.18,Metro,Para Sistema de Lubricación,80.71
4083,1637,31,2.22,Unidad,Para Sistema de Lubricación,24.59
4084,1638,6,5.86,Kg,Para Sistema de Frenos,15.65
4085,1639,34,9.66,Unidad,Para Carrocería,53.29
4086,1639,60,5.87,Unidad,Para Carrocería,32.67
4087,1639,3,1.48,Litro,Para Carrocería,28.41
4088,1640,39,5.32,Litro,Para Tren de Rodaje,19.86
4089,1640,8,4.51,Unidad,Para Tren de Rodaje,38.39
4090,1640,28,6.06,Unidad,Para Tren de Rodaje,1350.76
4091,1641,66,4.53,Unidad,Para Sistema de Combustible,87.62
4092,1641,32,2.4,Rollo,Para Sistema de Combustible,13.99
4093,1642,5,9.15,Kg,Para Sistema de Lubricación,19.17
4094,1642,78,6.52,Unidad,Para Sistema de Lubricación,57.81
4095,1642,79,6.73,Kg,Para Sistema de Lubricación,13.21
4096,1642,38,1.81,Litro,Para Sistema de Lubricación,21.04
4097,1643,26,1.66,Metro,Para Sistema de Frenos,66.92
4098,1643,20,8.25,Metro,Para Sistema de Frenos,23.25
4099,1643,17,8.52,Unidad,Para Sistema de Frenos,2959.45
4100,1643,52,8.67,Metro,Para Sistema de Frenos,30.6
4101,1644,35,2.67,Unidad,Para Filtros,5.78
4102,1644,34,1.22,Unidad,Para Filtros,53.29
4103,1644,64,5.02,Litro,Para Filtros,37.39
4104,1644,8,7.03,Unidad,Para Filtros,38.39
4105,1645,9,2.55,Unidad,Para Carrocería,153.52
4106,1645,56,8.37,Unidad,Para Carrocería,810.73
4107,1645,29,6.77,Unidad,Para Carrocería,2962.21
4108,1645,80,1.23,Unidad,Para Carrocería,91.42
4109,1646,10,8.3,Unidad,Para Sistema de Refrigeración,76.95
4110,1646,33,2.65,Rollo,Para Sistema de Refrigeración,10.95
4111,1647,49,5.55,Unidad,Para Tren de Rodaje,4020.01
4112,1647,4,4.79,Litro,Para Tren de Rodaje,24.05
4113,1648,76,7.95,Unidad,Para Sistema de Escape,102.65
4114,1649,65,2.97,Litro,Para Sistema de Transmisión,16.21
4115,1649,40,9.8,Kg,Para Sistema de Transmisión,13.22
4116,1649,4,0.52,Litro,Para Sistema de Transmisión,24.05
4117,1649,46,5.42,Unidad,Para Sistema de Transmisión,2133.66
4118,1650,38,2.83,Litro,Para Tren de Rodaje,21.04
4119,1650,17,6.35,Unidad,Para Tren de Rodaje,2959.45
4120,1650,1,4.19,Litro,Para Tren de Rodaje,22.6
4121,1651,11,2.89,Unidad,Para Filtros,182.04
4122,1652,25,9.17,Unidad,Para Cuchara y Brazo,252.67
4123,1652,22,3.59,Unidad,Para Cuchara y Brazo,45.22
4124,1652,4,1.24,Litro,Para Cuchara y Brazo,24.05
4125,1653,72,8.39,Unidad,Para Sistema Eléctrico,879.87
4126,1653,11,3.3,Unidad,Para Sistema Eléctrico,182.04
4127,1653,24,1.1,Unidad,Para Sistema Eléctrico,44.49
4128,1654,50,0.86,Litro,Para Sistema Hidráulico,26.83
4129,1654,37,1.28,Unidad,Para Sistema Hidráulico,4664.11
4130,1655,64,3.48,Litro,Para Sistema de Transmisión,37.39
4131,1656,69,0.74,Rollo,Para Sistema de Escape,11.83
4132,1656,61,3.98,Metro,Para Sistema de Escape,55.11
4133,1656,54,0.64,Unidad,Para Sistema de Escape,289.96
4134,1656,31,9.98,Unidad,Para Sistema de Escape,24.59
4135,1657,52,5.85,Metro,Para Neumáticos,30.6
4136,1657,70,3.08,Litro,Para Neumáticos,18.43
4137,1657,11,3.51,Unidad,Para Neumáticos,182.04
4138,1657,15,6.5,Litro,Para Neumáticos,22.71
4139,1658,11,5.71,Unidad,Para Motor,182.04
4140,1658,21,7.02,Unidad,Para Motor,4.69
4141,1659,4,9.23,Litro,Para Sistema de Frenos,24.05
4142,1660,10,2.44,Unidad,Para Sistema de Combustible,76.95
4143,1661,41,4.24,Unidad,Para Cabina,55.7
4144,1661,33,9.74,Rollo,Para Cabina,10.95
4145,1661,4,5.78,Litro,Para Cabina,24.05
4146,1662,39,2.18,Litro,Para Sistema de Refrigeración,19.86
4147,1662,48,5.97,Kg,Para Sistema de Refrigeración,13.54
4148,1662,24,0.74,Unidad,Para Sistema de Refrigeración,44.49
4149,1662,36,2.11,Unidad,Para Sistema de Refrigeración,867.16
4150,1663,57,3.71,Unidad,Para Sistema de Dirección,32.3
4151,1663,77,8.49,Litro,Para Sistema de Dirección,19.39
4152,1663,31,4.77,Unidad,Para Sistema de Dirección,24.59
4153,1664,30,0.62,Kg,Para Sistema de Lubricación,9.85
4154,1664,34,6.95,Unidad,Para Sistema de Lubricación,53.29
4155,1664,67,1.86,Litro,Para Sistema de Lubricación,32.63
4156,1664,78,8.46,Unidad,Para Sistema de Lubricación,57.81
4157,1665,28,2.54,Unidad,Para Motor,1350.76
4158,1665,76,2.45,Unidad,Para Motor,102.65
4159,1666,76,3.87,Unidad,Para Sistema de Frenos,102.65
4160,1666,66,3.4,Unidad,Para Sistema de Frenos,87.62
4161,1666,25,2.21,Unidad,Para Sistema de Frenos,252.67
4162,1666,37,7.36,Unidad,Para Sistema de Frenos,4664.11
4163,1667,51,7.17,Unidad,Para Sistema Eléctrico,285.17
4164,1667,39,3.3,Litro,Para Sistema Eléctrico,19.86
4165,1667,77,9.15,Litro,Para Sistema Eléctrico,19.39
4166,1668,77,3.64,Litro,Para Neumáticos,19.39
4167,1668,80,2.32,Unidad,Para Neumáticos,91.42
4168,1669,76,4.75,Unidad,Para Sistema de Refrigeración,102.65
4169,1669,10,6.24,Unidad,Para Sistema de Refrigeración,76.95
4170,1670,51,9.03,Unidad,Para Sistema de Escape,285.17
4171,1670,64,7.57,Litro,Para Sistema de Escape,37.39
4172,1670,22,9.17,Unidad,Para Sistema de Escape,45.22
4173,1671,56,5.93,Unidad,Para Sistema Hidráulico,810.73
4174,1672,47,8.67,Rollo,Para Sistema de Lubricación,10.46
4175,1672,23,4.64,Unidad,Para Sistema de Lubricación,77.47
4176,1672,54,5.42,Unidad,Para Sistema de Lubricación,289.96
4177,1672,77,1.07,Litro,Para Sistema de Lubricación,19.39
4178,1673,69,3.58,Rollo,Para Sistema de Combustible,11.83
4179,1673,61,3.05,Metro,Para Sistema de Combustible,55.11
4180,1673,74,9.72,Unidad,Para Sistema de Combustible,1428.35
4181,1674,10,1.27,Unidad,Para Filtros,76.95
4182,1674,7,9.1,Unidad,Para Filtros,54.31
4183,1674,55,0.56,Unidad,Para Filtros,1559.76
4184,1674,1,6.56,Litro,Para Filtros,22.6
4185,1675,51,3.41,Unidad,Para Carrocería,285.17
4186,1675,69,7.93,Rollo,Para Carrocería,11.83
4187,1675,31,6.38,Unidad,Para Carrocería,24.59
4188,1676,22,3.14,Unidad,Para Tren de Rodaje,45.22
4189,1677,31,6.29,Unidad,Para Sistema de Transmisión,24.59
4190,1677,74,6.91,Unidad,Para Sistema de Transmisión,1428.35
4191,1678,18,1.97,Unidad,Para Cabina,168.23
4192,1678,57,3.74,Unidad,Para Cabina,32.3
4193,1679,13,4.64,Litro,Para Cuchara y Brazo,21.42
4194,1680,25,5.98,Unidad,Para Sistema de Escape,252.67
4195,1680,43,3.25,Unidad,Para Sistema de Escape,55.3
4196,1681,7,5.84,Unidad,Para Cabina,54.31
4197,1681,72,3.28,Unidad,Para Cabina,879.87
4198,1681,2,7.86,Litro,Para Cabina,18.63
4199,1681,20,9.98,Metro,Para Cabina,23.25
4200,1682,68,2.09,Unidad,Para Sistema de Frenos,5.19
4201,1682,54,0.77,Unidad,Para Sistema de Frenos,289.96
4202,1682,47,6.63,Rollo,Para Sistema de Frenos,10.46
4203,1683,34,4.21,Unidad,Para Sistema de Transmisión,53.29
4204,1683,51,1.2,Unidad,Para Sistema de Transmisión,285.17
4205,1683,45,7.17,Unidad,Para Sistema de Transmisión,103.68
4206,1684,9,8.79,Unidad,Para Cuchara y Brazo,153.52
4207,1684,26,2.66,Metro,Para Cuchara y Brazo,66.92
4208,1684,51,9.45,Unidad,Para Cuchara y Brazo,285.17
4209,1685,35,5.99,Unidad,Para Sistema de Combustible,5.78
4210,1685,68,1.8,Unidad,Para Sistema de Combustible,5.19
4211,1686,48,4.3,Kg,Para Carrocería,13.54
4212,1686,7,9.44,Unidad,Para Carrocería,54.31
4213,1686,60,5.95,Unidad,Para Carrocería,32.67
4214,1687,5,2.5,Kg,Para Tren de Rodaje,19.17
4215,1687,24,2.16,Unidad,Para Tren de Rodaje,44.49
4216,1687,20,3.24,Metro,Para Tren de Rodaje,23.25
4217,1688,10,4.75,Unidad,Para Sistema de Lubricación,76.95
4218,1689,53,5.55,Unidad,Para Sistema Hidráulico,314.96
4219,1690,22,1.64,Unidad,Para Sistema de Refrigeración,45.22
4220,1691,66,6.46,Unidad,Para Cabina,87.62
4221,1691,63,7.15,Unidad,Para Cabina,108.41
4222,1692,66,1.84,Unidad,Para Sistema de Lubricación,87.62
4223,1693,54,8.29,Unidad,Para Carrocería,289.96
4224,1693,57,9.33,Unidad,Para Carrocería,32.3
4225,1693,14,6.78,Litro,Para Carrocería,41.95
4226,1694,52,6.47,Metro,Para Sistema de Escape,30.6
4227,1695,12,2.95,Unidad,Para Tren de Rodaje,112.53
4228,1695,24,5.99,Unidad,Para Tren de Rodaje,44.49
4229,1695,68,0.98,Unidad,Para Tren de Rodaje,5.19
4230,1695,22,8.5,Unidad,Para Tren de Rodaje,45.22
4231,1696,10,9.45,Unidad,Para Filtros,76.95
4232,1697,12,3.17,Unidad,Para Sistema de Refrigeración,112.53
4233,1697,36,8.54,Unidad,Para Sistema de Refrigeración,867.16
4234,1698,36,8.64,Unidad,Para Sistema Hidráulico,867.16
4235,1699,53,7.27,Unidad,Para Sistema Eléctrico,314.96
4236,1700,63,1.97,Unidad,Para Sistema de Dirección,108.41
4237,1700,35,0.66,Unidad,Para Sistema de Dirección,5.78
4238,1700,29,2.88,Unidad,Para Sistema de Dirección,2962.21
4239,1701,24,5.3,Unidad,Para Sistema de Transmisión,44.49
4240,1701,3,4.66,Litro,Para Sistema de Transmisión,28.41
4241,1702,66,6.77,Unidad,Para Cuchara y Brazo,87.62
4242,1702,34,6.64,Unidad,Para Cuchara y Brazo,53.29
4243,1703,25,7.63,Unidad,Para Sistema de Frenos,252.67
4244,1703,51,8.34,Unidad,Para Sistema de Frenos,285.17
4245,1704,79,9.86,Kg,Para Neumáticos,13.21
4246,1705,41,4.12,Unidad,Para Motor,55.7
4247,1706,26,1.85,Metro,Para Neumáticos,66.92
4248,1706,50,5.2,Litro,Para Neumáticos,26.83
4249,1706,8,1.61,Unidad,Para Neumáticos,38.39
4250,1707,45,0.79,Unidad,Para Sistema de Escape,103.68
4251,1707,58,4.51,Unidad,Para Sistema de Escape,83.68
4252,1707,72,5.39,Unidad,Para Sistema de Escape,879.87
4253,1708,27,4.01,Unidad,Para Sistema Hidráulico,39.85
4254,1709,22,8.44,Unidad,Para Sistema de Refrigeración,45.22
4255,1710,78,0.65,Unidad,Para Sistema de Dirección,57.81
4256,1711,14,3.1,Litro,Para Cabina,41.95
4257,1711,69,3.81,Rollo,Para Cabina,11.83
4258,1711,7,0.63,Unidad,Para Cabina,54.31
4259,1711,70,9.11,Litro,Para Cabina,18.43
4260,1712,31,2.11,Unidad,Para Filtros,24.59
4261,1712,35,7.91,Unidad,Para Filtros,5.78
4262,1712,11,2.16,Unidad,Para Filtros,182.04
4263,1713,54,6.32,Unidad,Para Sistema Eléctrico,289.96
4264,1713,51,2.52,Unidad,Para Sistema Eléctrico,285.17
4265,1713,52,1.23,Metro,Para Sistema Eléctrico,30.6
4266,1714,22,6.19,Unidad,Para Sistema de Combustible,45.22
4267,1715,60,4.49,Unidad,Para Carrocería,32.67
4268,1715,29,3.74,Unidad,Para Carrocería,2962.21
4269,1715,13,9.03,Litro,Para Carrocería,21.42
4270,1715,1,8.33,Litro,Para Carrocería,22.6
4271,1716,13,1.28,Litro,Para Sistema de Frenos,21.42
4272,1717,3,2.57,Litro,Para Sistema de Transmisión,28.41
4273,1717,48,4.43,Kg,Para Sistema de Transmisión,13.54
4274,1717,73,5.29,Metro,Para Sistema de Transmisión,26.21
4275,1717,10,7.29,Unidad,Para Sistema de Transmisión,76.95
4276,1718,56,3.72,Unidad,Para Cuchara y Brazo,810.73
4277,1718,9,1.84,Unidad,Para Cuchara y Brazo,153.52
4278,1718,74,8.36,Unidad,Para Cuchara y Brazo,1428.35
4279,1719,47,5.78,Rollo,Para Cuchara y Brazo,10.46
4280,1719,10,1.45,Unidad,Para Cuchara y Brazo,76.95
4281,1720,73,4.66,Metro,Para Carrocería,26.21
4282,1721,48,6.82,Kg,Para Sistema de Dirección,13.54
4283,1721,20,1.2,Metro,Para Sistema de Dirección,23.25
4284,1721,72,8.16,Unidad,Para Sistema de Dirección,879.87
4285,1721,78,6.93,Unidad,Para Sistema de Dirección,57.81
4286,1722,62,1.77,Unidad,Para Sistema de Escape,2513.71
4287,1722,38,1.27,Litro,Para Sistema de Escape,21.04
4288,1723,2,8.95,Litro,Para Filtros,18.63
4289,1723,16,3.09,Unidad,Para Filtros,3964.04
4290,1723,19,3.58,Unidad,Para Filtros,692.57
4291,1723,62,3.98,Unidad,Para Filtros,2513.71
4292,1724,27,6.36,Unidad,Para Sistema de Refrigeración,39.85
4293,1724,33,1.57,Rollo,Para Sistema de Refrigeración,10.95
