id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado
786,89,13,Cabina,Limpiar filtros de aire acondicionado,28,47,66,364.01
787,89,14,Sistema de Escape,Cambiar empaques,32,55,65,226.73
788,89,15,Motor,Ajustar válvulas,21,43,65,192.14
789,90,1,Sistema Eléctrico,Verificar motor de arranque,41,67,79,231.04
790,90,2,Neumáticos,Verificar presión,38,62,86,378.82
791,90,3,Motor,Ajustar válvulas,40,64,75,591.36
792,90,4,Sistema de Refrigeración,Verificar termostato,16,35,53,257.69
793,91,1,Cuchara y Brazo,Cambiar bocinas,28,49,60,215.19
794,91,2,Neumáticos,Inspeccionar desgaste,32,43,55,397.74
795,91,3,Tren de Rodaje,Ajustar tensión,34,50,69,278.15
796,91,4,Sistema de Escape,Cambiar empaques,45,60,88,514.44
797,91,5,Filtros,Cambiar filtro de combustible,15,31,52,436.26
798,92,1,Neumáticos,Rotar neumáticos,27,39,56,247.06
799,92,2,Sistema de Refrigeración,Revisar bomba de agua,27,55,65,228.6
800,92,3,Tren de Rodaje,Revisar tensión de cadena,36,59,85,267.36
801,92,4,Sistema de Escape,Verificar silenciador,18,36,65,517.18
802,92,5,Sistema de Transmisión,Engrasar crucetas,27,40,68,336.87
803,92,6,Sistema de Frenos,Revisar discos,32,51,66,227.49
804,92,7,Carrocería,Reparar abolladuras,42,62,90,584.78
805,92,8,Sistema de Combustible,Revisar inyectores,45,55,71,286.1
806,93,1,Cabina,Verificar tablero,41,70,92,446.9
807,93,2,Sistema de Escape,Revisar turbo,30,48,60,552.46
808,93,3,Neumáticos,Reparar pinchazo,19,32,61,111.63
809,93,4,Sistema de Combustible,Verificar bomba de combustible,40,56,73,251.18
810,93,5,Sistema Hidráulico,Revisar mangueras,33,46,63,449.85
811,93,6,Sistema de Frenos,Revisar discos,42,68,95,395.85
812,93,7,Sistema de Refrigeración,Revisar mangueras,29,49,64,243.38
813,93,8,Sistema Eléctrico,Verificar motor de arranque,37,52,65,182.83
814,93,9,Sistema de Transmisión,Ajustar embrague,25,39,52,223.55
815,93,10,Motor,Revisar nivel de refrigerante,22,52,77,111.63
816,93,11,Sistema de Dirección,Revisar terminales,18,38,68,467.15
817,93,12,Carrocería,Revisar vidrios,40,53,70,314.0
818,94,1,Filtros,Cambiar filtro de cabina,29,53,80,480.85
819,94,2,Sistema de Lubricación,Verificar nivel de aceite,15,40,65,442.26
820,94,3,Cabina,Verificar controles,24,48,65,541.81
821,94,4,Motor,Verificar funcionamiento de motor,40,69,92,287.94
822,94,5,Carrocería,Pintar partes oxidadas,22,39,65,562.49
823,94,6,Neumáticos,Verificar presión,33,53,77,177.26
824,94,7,Sistema Hidráulico,Revisar mangueras,43,63,89,247.92
825,94,8,Sistema de Combustible,Revisar inyectores,39,54,74,429.17
826,94,9,Sistema Eléctrico,Inspeccionar conexiones,37,49,66,518.11
827,94,10,Cuchara y Brazo,Revisar dientes,23,46,74,589.39
828,94,11,Sistema de Dirección,Revisar bomba de dirección,32,45,65,106.88
829,94,12,Sistema de Transmisión,Ajustar embrague,45,72,97,509.93
830,94,13,Sistema de Refrigeración,Revisar bomba de agua,36,47,68,417.11
831,94,14,Sistema de Escape,Revisar tubo de escape,18,34,61,88.93
832,94,15,Tren de Rodaje,Medir desgaste de zapatas,30,57,79,397.37
833,95,1,Filtros,Cambiar filtro de aire,33,55,84,350.34
834,95,2,Sistema de Refrigeración,Limpiar radiador,30,54,79,92.26
835,95,3,Sistema de Escape,Verificar silenciador,28,48,69,398.88
836,95,4,Sistema de Combustible,Drenar tanque,25,45,56,365.39
837,96,1,Sistema de Combustible,Cambiar cañerías,31,50,68,113.38
838,96,2,Tren de Rodaje,Revisar tensión de cadena,16,37,57,497.32
839,96,3,Filtros,Cambiar filtro de combustible,36,46,62,558.62
840,96,4,Sistema Hidráulico,Cambiar aceite hidráulico,42,61,83,424.52
841,96,5,Sistema de Frenos,Revisar discos,22,46,67,132.13
842,97,1,Sistema Hidráulico,Medir presiones de bomba,21,35,64,388.72
843,97,2,Sistema de Combustible,Cambiar cañerías,22,36,65,594.09
844,97,3,Tren de Rodaje,Verificar sprockets,29,43,60,305.51
845,97,4,Sistema de Refrigeración,Cambiar refrigerante,35,59,89,396.24
846,97,5,Sistema de Frenos,Revisar pastillas,29,39,58,240.03
847,97,6,Cabina,Limpiar filtros de aire acondicionado,41,53,69,99.0
848,97,7,Motor,Inspeccionar correas,29,51,76,482.7
849,97,8,Filtros,Cambiar filtro de combustible,32,47,74,435.6
850,98,1,Neumáticos,Ajustar pernos de rueda,34,48,75,501.49
851,98,2,Sistema de Refrigeración,Limpiar radiador,35,46,72,107.66
852,98,3,Motor,Revisar soportes de motor,33,48,71,175.39
853,98,4,Carrocería,Revisar vidrios,21,42,62,280.19
854,98,5,Sistema de Combustible,Cambiar cañerías,22,35,52,117.63
855,98,6,Filtros,Limpiar pre-filtro,28,44,60,581.33
856,98,7,Cabina,Verificar controles,26,52,64,339.25
857,98,8,Sistema de Frenos,Ajustar frenos,38,50,71,407.11
858,98,9,Sistema de Escape,Inspeccionar DPF,26,37,57,426.62
859,98,10,Cuchara y Brazo,Verificar pasadores,23,50,69,569.85
860,98,11,Sistema de Dirección,Revisar terminales,38,62,89,262.44
861,98,12,Sistema de Lubricación,Engrasar puntos de lubricación,18,32,58,338.8
862,99,1,Cuchara y Brazo,Engrasar articulaciones,41,69,98,101.49
863,99,2,Carrocería,Reparar abolladuras,16,29,39,570.65
864,99,3,Sistema de Refrigeración,Revisar mangueras,19,45,55,195.7
865,99,4,Sistema Eléctrico,Inspeccionar conexiones,21,44,58,209.24
866,99,5,Cabina,Verificar controles,29,53,66,577.94
867,99,6,Sistema de Escape,Revisar turbo,21,49,59,596.01
868,99,7,Sistema Hidráulico,Cambiar aceite hidráulico,19,42,66,380.19
869,99,8,Sistema de Combustible,Verificar bomba de combustible,41,63,93,118.99
870,99,9,Sistema de Dirección,Revisar terminales,19,31,42,162.56
871,99,10,Sistema de Frenos,Verificar líquido de frenos,22,52,74,283.12
872,99,11,Sistema de Transmisión,Cambiar aceite de transmisión,31,47,72,258.15
873,99,12,Neumáticos,Rotar neumáticos,27,47,58,180.45
874,99,13,Tren de Rodaje,Revisar tensión de cadena,27,41,56,173.95
875,99,14,Filtros,Cambiar filtro de combustible,34,63,83,454.84
876,99,15,Motor,Revisar nivel de refrigerante,22,41,67,97.54
877,100,1,Neumáticos,Rotar neumáticos,33,45,58,419.93
878,100,2,Sistema Hidráulico,Cambiar aceite hidráulico,33,61,74,576.37
879,100,3,Sistema de Refrigeración,Limpiar radiador,35,64,89,428.57
880,100,4,Cuchara y Brazo,Verificar pasadores,26,39,68,269.23
881,101,1,Sistema de Frenos,Purgar sistema de frenos,20,45,72,190.93
882,101,2,Cabina,Limpiar filtros de aire acondicionado,23,36,59,385.79
883,101,3,Cuchara y Brazo,Revisar dientes,16,26,36,475.85
884,101,4,Filtros,Cambiar filtro de aceite,17,36,58,450.04
885,101,5,Sistema Eléctrico,Revisar luces de trabajo,37,64,87,242.54
886,102,1,Sistema de Dirección,Revisar terminales,31,41,65,243.79
887,102,2,Tren de Rodaje,Medir desgaste de zapatas,37,66,88,85.73
888,102,3,Neumáticos,Ajustar pernos de rueda,27,39,52,156.43
889,102,4,Sistema de Escape,Revisar turbo,37,55,77,401.69
890,102,5,Sistema de Transmisión,Revisar convertidor,42,56,82,337.46
891,102,6,Cabina,Verificar controles,21,36,52,408.94
892,102,7,Carrocería,Pintar partes oxidadas,19,32,56,289.22
893,102,8,Motor,Revisar soportes de motor,16,26,41,547.11
894,103,1,Neumáticos,Inspeccionar desgaste,38,67,84,596.5
895,103,2,Sistema de Frenos,Verificar líquido de frenos,21,41,59,115.82
896,103,3,Carrocería,Reparar abolladuras,22,43,61,162.0
897,103,4,Sistema Hidráulico,Medir presiones de bomba,39,68,88,577.37
898,103,5,Sistema de Lubricación,Verificar nivel de aceite,41,58,68,284.75
899,103,6,Cuchara y Brazo,Soldar refuerzos,28,43,72,200.42
900,103,7,Cabina,Revisar cinturón de seguridad,23,49,63,412.77
901,103,8,Sistema de Transmisión,Ajustar embrague,39,65,89,97.43
902,103,9,Sistema Eléctrico,Inspeccionar conexiones,37,58,74,271.24
903,103,10,Sistema de Combustible,Revisar inyectores,44,67,82,446.98
904,103,11,Sistema de Dirección,Revisar terminales,33,45,61,297.66
905,103,12,Sistema de Escape,Revisar tubo de escape,25,44,57,189.32
906,104,1,Sistema Hidráulico,Verificar cilindros,41,61,78,576.39
907,104,2,Sistema de Refrigeración,Cambiar refrigerante,15,41,69,270.89
908,104,3,Motor,Revisar soportes de motor,16,31,53,183.34
909,104,4,Sistema Eléctrico,Verificar alternador,17,44,69,466.47
910,104,5,Sistema de Transmisión,Engrasar crucetas,19,34,51,217.22
911,104,6,Sistema de Escape,Revisar tubo de escape,38,67,84,134.07
912,104,7,Sistema de Combustible,Limpiar trampa de agua,37,61,90,377.21
913,104,8,Filtros,Cambiar filtro de aire,24,53,71,93.72
914,104,9,Sistema de Lubricación,Verificar nivel de aceite,38,52,64,552.69
915,104,10,Cabina,Verificar tablero,29,49,79,329.91
916,104,11,Neumáticos,Rotar neumáticos,32,54,77,365.72
917,104,12,Tren de Rodaje,Revisar tensión de cadena,41,52,79,296.14
918,104,13,Carrocería,Reparar abolladuras,44,64,79,143.32
919,104,14,Sistema de Dirección,Revisar terminales,34,45,62,510.05
920,104,15,Sistema de Frenos,Revisar pastillas,40,66,80,314.07
921,105,1,Neumáticos,Verificar presión,31,57,74,217.53
922,105,2,Sistema de Refrigeración,Verificar termostato,27,41,54,314.09
923,105,3,Sistema de Frenos,Revisar discos,21,34,50,253.2
924,105,4,Cuchara y Brazo,Engrasar articulaciones,24,47,77,211.99
925,106,1,Sistema de Dirección,Revisar terminales,18,34,50,190.39
926,106,2,Tren de Rodaje,Medir desgaste de zapatas,20,35,61,189.68
927,106,3,Filtros,Cambiar filtro de aceite,17,37,66,559.82
928,106,4,Sistema Eléctrico,Verificar motor de arranque,31,42,62,220.97
929,106,5,Motor,Verificar funcionamiento de motor,45,56,79,342.62
930,107,1,Cabina,Verificar controles,45,61,90,108.61
931,107,2,Sistema de Combustible,Verificar bomba de combustible,29,43,56,268.11
932,107,3,Carrocería,Revisar vidrios,36,50,62,389.89
933,107,4,Cuchara y Brazo,Soldar refuerzos,24,52,64,111.14
934,107,5,Sistema de Lubricación,Cambiar aceite de motor,34,44,71,528.03
935,107,6,Neumáticos,Ajustar pernos de rueda,17,28,38,421.14
936,107,7,Sistema de Escape,Inspeccionar DPF,24,44,61,199.48
937,107,8,Sistema Eléctrico,Revisar luces de trabajo,35,62,80,314.4
938,108,1,Sistema de Transmisión,Revisar convertidor,18,34,47,559.3
939,108,2,Filtros,Cambiar filtro de aire,22,40,53,82.98
940,108,3,Tren de Rodaje,Inspeccionar rodillos,24,35,59,256.16
941,108,4,Neumáticos,Inspeccionar desgaste,19,48,74,292.45
942,108,5,Carrocería,Lavar equipo completo,17,45,55,369.1
943,108,6,Sistema de Lubricación,Engrasar puntos de lubricación,23,40,65,438.29
944,108,7,Sistema de Dirección,Revisar bomba de dirección,20,49,65,354.97
945,108,8,Motor,Revisar soportes de motor,21,41,69,489.69
946,108,9,Sistema de Frenos,Revisar discos,25,38,49,502.82
947,108,10,Cabina,Verificar tablero,26,39,64,534.96
948,108,11,Sistema de Refrigeración,Verificar termostato,38,65,87,511.98
949,108,12,Sistema de Combustible,Cambiar cañerías,21,48,65,260.78
950,109,1,Sistema de Refrigeración,Revisar bomba de agua,32,52,71,158.45
951,109,2,Sistema de Transmisión,Cambiar aceite de transmisión,21,39,61,493.72
952,109,3,Sistema de Escape,Revisar tubo de escape,30,56,83,264.1
953,109,4,Carrocería,Revisar vidrios,20,48,74,287.53
954,109,5,Sistema Hidráulico,Revisar mangueras,19,46,75,233.16
955,109,6,Cuchara y Brazo,Cambiar bocinas,30,51,62,388.92
956,109,7,Filtros,Cambiar filtro de aceite,39,66,84,358.9
957,109,8,Tren de Rodaje,Medir desgaste de zapatas,22,49,77,525.14
958,109,9,Sistema de Combustible,Revisar inyectores,34,46,63,223.04
959,109,10,Sistema de Lubricación,Cambiar aceite de motor,29,58,84,419.89
960,109,11,Cabina,Verificar tablero,28,56,67,184.47
961,109,12,Sistema de Dirección,Revisar terminales,44,55,67,159.25
962,109,13,Motor,Ajustar válvulas,20,32,58,162.13
963,109,14,Sistema de Frenos,Revisar discos,33,47,70,271.54
964,109,15,Sistema Eléctrico,Revisar batería,35,55,81,104.07
965,110,1,Sistema de Dirección,Alinear dirección,22,48,59,248.77
966,110,2,Sistema de Refrigeración,Revisar bomba de agua,35,59,82,322.15
967,110,3,Sistema de Transmisión,Revisar convertidor,26,46,56,381.24
968,110,4,Cuchara y Brazo,Cambiar bocinas,25,38,64,123.42
969,111,1,Sistema de Dirección,Alinear dirección,18,42,57,403.09
970,111,2,Sistema Eléctrico,Inspeccionar conexiones,37,51,63,300.29
971,111,3,Cabina,Revisar cinturón de seguridad,25,37,57,541.95
972,111,4,Sistema de Escape,Verificar silenciador,23,50,77,587.22
973,111,5,Sistema de Refrigeración,Verificar termostato,42,53,80,136.03
974,112,1,Tren de Rodaje,Ajustar tensión,38,66,81,102.67
975,112,2,Carrocería,Revisar vidrios,31,57,69,274.19
976,112,3,Sistema de Combustible,Limpiar trampa de agua,25,47,71,375.75
977,112,4,Cabina,Revisar cinturón de seguridad,43,67,95,367.85
978,112,5,Sistema de Transmisión,Verificar cardanes,38,65,94,227.18
979,112,6,Sistema de Refrigeración,Revisar bomba de agua,26,56,66,445.31
980,112,7,Sistema Hidráulico,Revisar mangueras,34,59,87,338.68
981,112,8,Sistema de Dirección,Revisar terminales,27,49,72,156.89
982,113,1,Sistema de Frenos,Revisar pastillas,23,53,65,388.12
983,113,2,Sistema de Lubricación,Cambiar aceite de motor,22,33,45,489.67
984,113,3,Sistema Hidráulico,Cambiar aceite hidráulico,15,40,57,279.73
985,113,4,Sistema de Transmisión,Engrasar crucetas,29,56,70,398.77
986,113,5,Carrocería,Reparar abolladuras,31,46,59,473.35
987,113,6,Neumáticos,Rotar neumáticos,32,42,63,510.35
988,113,7,Sistema de Refrigeración,Revisar mangueras,20,45,69,230.75
989,113,8,Tren de Rodaje,Verificar sprockets,20,40,51,151.34
990,113,9,Sistema de Combustible,Revisar inyectores,16,31,51,588.36
991,113,10,Cuchara y Brazo,Cambiar bocinas,18,41,58,412.18
992,113,11,Motor,Verificar funcionamiento de motor,24,45,74,466.2
993,113,12,Cabina,Verificar controles,36,46,57,205.06
994,114,1,Sistema de Combustible,Verificar bomba de combustible,21,44,66,468.04
995,114,2,Sistema de Dirección,Engrasar articulaciones,29,50,79,354.17
996,114,3,Neumáticos,Rotar neumáticos,15,34,57,380.26
997,114,4,Motor,Ajustar válvulas,27,38,64,283.81
998,114,5,Carrocería,Lavar equipo completo,27,44,56,216.24
999,114,6,Sistema Eléctrico,Revisar batería,39,52,81,458.88
1000,114,7,Tren de Rodaje,Verificar sprockets,45,71,86,546.25
1001,114,8,Sistema Hidráulico,Medir presiones de bomba,20,45,65,184.8
1002,114,9,Sistema de Lubricación,Tomar muestra de aceite,34,61,83,582.7
1003,114,10,Sistema de Refrigeración,Limpiar radiador,23,41,55,391.85
1004,114,11,Sistema de Escape,Verificar silenciador,26,47,73,370.5
1005,114,12,Sistema de Transmisión,Cambiar aceite de transmisión,35,60,88,568.76
1006,114,13,Cuchara y Brazo,Soldar refuerzos,31,41,57,356.87
1007,114,14,Filtros,Cambiar filtro de aire,17,47,67,572.91
1008,114,15,Cabina,Verificar controles,39,53,67,306.25
1009,115,1,Sistema Hidráulico,Verificar cilindros,16,36,64,346.09
1010,115,2,Carrocería,Inspección visual,36,59,82,158.96
1011,115,3,Sistema de Dirección,Revisar terminales,40,64,78,458.27
1012,115,4,Sistema de Lubricación,Tomar muestra de aceite,39,63,82,583.55
1013,116,1,Filtros,Cambiar filtro de combustible,22,34,55,371.2
1014,116,2,Carrocería,Inspección visual,44,62,86,115.23
1015,116,3,Cabina,Revisar asiento,22,43,68,278.13
1016,116,4,Sistema de Combustible,Revisar inyectores,32,43,66,265.16
1017,116,5,Motor,Revisar nivel de refrigerante,21,37,63,387.99
1018,117,1,Sistema de Refrigeración,Revisar mangueras,31,48,77,121.39
1019,117,2,Carrocería,Reparar abolladuras,15,38,52,408.14
1020,117,3,Motor,Inspeccionar correas,23,44,71,347.04
1021,117,4,Sistema Eléctrico,Inspeccionar conexiones,19,44,72,246.31
1022,117,5,Sistema de Lubricación,Engrasar puntos de lubricación,40,52,66,229.23
1023,117,6,Cuchara y Brazo,Verificar pasadores,20,35,49,589.19
1024,117,7,Sistema de Transmisión,Revisar convertidor,22,50,80,586.17
1025,117,8,Sistema de Dirección,Engrasar articulaciones,29,59,71,213.98
1026,118,1,Neumáticos,Reparar pinchazo,31,59,82,257.27
1027,118,2,Carrocería,Reparar abolladuras,44,60,78,294.3
1028,118,3,Sistema de Lubricación,Tomar muestra de aceite,26,38,57,487.58
1029,118,4,Sistema Eléctrico,Inspeccionar conexiones,24,35,49,544.82
1030,118,5,Sistema de Transmisión,Ajustar embrague,42,67,80,492.95
1031,118,6,Motor,Revisar nivel de refrigerante,30,57,73,271.15
1032,118,7,Filtros,Limpiar pre-filtro,43,69,86,394.43
1033,118,8,Sistema de Frenos,Verificar líquido de frenos,21,41,53,393.87
1034,118,9,Sistema de Dirección,Revisar terminales,24,40,70,517.78
1035,118,10,Sistema de Escape,Inspeccionar DPF,19,33,47,364.47
1036,118,11,Sistema de Refrigeración,Verificar termostato,35,58,74,316.17
1037,118,12,Sistema de Combustible,Limpiar trampa de agua,34,58,70,434.06
1038,119,1,Cabina,Verificar controles,20,33,57,508.16
1039,119,2,Sistema de Dirección,Revisar terminales,33,51,65,341.02
1040,119,3,Tren de Rodaje,Revisar tensión de cadena,17,36,62,153.82
1041,119,4,Cuchara y Brazo,Revisar dientes,28,53,76,478.79
1042,119,5,Sistema de Transmisión,Cambiar aceite de transmisión,23,39,50,410.7
1043,119,6,Neumáticos,Rotar neumáticos,24,46,76,474.46
1044,119,7,Motor,Ajustar válvulas,18,43,70,432.52
1045,119,8,Sistema Hidráulico,Cambiar sellos de cilindro,32,58,84,153.16
1046,119,9,Sistema de Lubricación,Cambiar aceite de motor,36,60,85,510.13
1047,119,10,Filtros,Cambiar filtro de aceite,15,37,62,589.26
1048,119,11,Sistema de Refrigeración,Cambiar refrigerante,37,52,69,166.43
1049,119,12,Sistema de Combustible,Limpiar trampa de agua,29,57,74,192.2
1050,119,13,Sistema Eléctrico,Revisar batería,31,59,73,320.68
1051,119,14,Sistema de Frenos,Ajustar frenos,37,59,89,450.47
1052,119,15,Sistema de Escape,Cambiar empaques,19,32,44,173.81
1053,120,1,Cabina,Revisar cinturón de seguridad,30,53,73,353.15
1054,120,2,Motor,Revisar soportes de motor,30,51,71,494.31
1055,120,3,Filtros,Limpiar pre-filtro,42,64,88,124.24
1056,120,4,Sistema de Combustible,Drenar tanque,37,65,78,266.75
1057,121,1,Sistema Eléctrico,Verificar alternador,15,35,51,546.76
1058,121,2,Tren de Rodaje,Ajustar tensión,37,52,72,471.89
1059,121,3,Sistema de Escape,Cambiar empaques,32,54,69,269.16
1060,121,4,Cabina,Revisar cinturón de seguridad,22,51,67,568.8
1061,121,5,Sistema de Transmisión,Revisar convertidor,28,47,62,255.76
1062,122,1,Sistema de Frenos,Verificar líquido de frenos,38,60,87,522.81
1063,122,2,Sistema de Escape,Verificar silenciador,32,61,72,431.47
1064,122,3,Sistema Eléctrico,Inspeccionar conexiones,41,61,75,568.01
1065,122,4,Tren de Rodaje,Verificar sprockets,45,63,78,402.03
1066,122,5,Sistema de Lubricación,Engrasar puntos de lubricación,16,32,50,182.34
1067,122,6,Sistema de Transmisión,Revisar convertidor,15,36,61,295.13
1068,122,7,Sistema Hidráulico,Cambiar aceite hidráulico,39,65,89,211.28
1069,122,8,Filtros,Cambiar filtro de combustible,22,48,73,210.28
1070,123,1,Carrocería,Revisar vidrios,20,41,69,593.55
1071,123,2,Sistema de Dirección,Revisar bomba de dirección,34,51,69,150.69
1072,123,3,Cuchara y Brazo,Verificar pasadores,19,43,61,417.68
1073,123,4,Neumáticos,Verificar presión,26,43,57,452.36
1074,123,5,Tren de Rodaje,Verificar sprockets,43,66,81,306.22
1075,123,6,Sistema de Frenos,Revisar discos,42,72,90,109.78
1076,123,7,Sistema Eléctrico,Verificar alternador,35,55,75,364.01
1077,123,8,Sistema de Combustible,Cambiar cañerías,16,38,67,184.89
1078,123,9,Sistema Hidráulico,Cambiar sellos de cilindro,23,35,51,496.21
1079,123,10,Cabina,Revisar asiento,28,58,76,91.07
1080,123,11,Sistema de Transmisión,Engrasar crucetas,33,52,76,571.72
1081,123,12,Filtros,Cambiar filtro de aceite,35,64,75,289.6
1082,124,1,Motor,Inspeccionar correas,16,34,52,115.45
1083,124,2,Sistema de Combustible,Revisar inyectores,45,58,71,417.35
1084,124,3,Filtros,Cambiar filtro de combustible,15,37,54,352.36
1085,124,4,Sistema Eléctrico,Revisar batería,27,39,64,415.61
1086,124,5,Cuchara y Brazo,Revisar dientes,45,57,68,552.99
1087,124,6,Sistema de Escape,Revisar turbo,42,58,72,426.58
1088,124,7,Sistema de Refrigeración,Revisar bomba de agua,30,40,52,597.76
1089,124,8,Sistema de Lubricación,Cambiar aceite de motor,42,53,68,338.42
1090,124,9,Sistema Hidráulico,Medir presiones de bomba,35,53,79,250.0
1091,124,10,Sistema de Frenos,Revisar discos,36,57,74,325.85
1092,124,11,Cabina,Revisar cinturón de seguridad,26,55,78,350.95
1093,124,12,Carrocería,Pintar partes oxidadas,16,45,61,321.28
1094,124,13,Sistema de Dirección,Revisar bomba de dirección,31,50,68,467.82
1095,124,14,Sistema de Transmisión,Verificar cardanes,41,66,79,87.56
1096,124,15,Neumáticos,Rotar neumáticos,27,39,67,176.7
1097,125,1,Cabina,Limpiar filtros de aire acondicionado,31,44,69,499.28
1098,125,2,Sistema Eléctrico,Verificar alternador,19,43,71,215.31
1099,125,3,Sistema de Dirección,Verificar juego,19,33,57,453.32
1100,125,4,Motor,Verificar funcionamiento de motor,34,63,93,115.02
1101,126,1,Sistema de Combustible,Drenar tanque,43,57,68,562.99
1102,126,2,Motor,Ajustar válvulas,37,51,65,543.21
1103,126,3,Sistema de Lubricación,Verificar nivel de aceite,15,44,60,553.85
1104,126,4,Cuchara y Brazo,Revisar dientes,19,29,44,189.14
1105,126,5,Carrocería,Reparar abolladuras,16,31,50,246.98
1106,127,1,Sistema Eléctrico,Inspeccionar conexiones,36,66,78,548.81
1107,127,2,Sistema de Refrigeración,Revisar mangueras,17,33,53,521.73
1108,127,3,Cabina,Revisar asiento,35,53,72,296.77
1109,127,4,Neumáticos,Ajustar pernos de rueda,41,56,68,150.81
1110,127,5,Sistema de Transmisión,Cambiar aceite de transmisión,24,46,60,209.42
1111,127,6,Sistema de Escape,Verificar silenciador,36,52,63,422.51
1112,127,7,Sistema de Dirección,Revisar terminales,28,58,72,297.51
1113,127,8,Sistema de Combustible,Revisar inyectores,42,70,98,367.5
1114,128,1,Sistema Hidráulico,Verificar cilindros,39,60,80,137.9
1115,128,2,Tren de Rodaje,Verificar sprockets,41,60,82,104.62
1116,128,3,Motor,Revisar soportes de motor,20,32,49,266.18
1117,128,4,Cabina,Verificar tablero,19,42,56,180.19
1118,128,5,Sistema de Combustible,Drenar tanque,32,53,64,189.59
1119,128,6,Sistema de Escape,Revisar tubo de escape,42,62,83,503.94
1120,128,7,Sistema de Transmisión,Verificar cardanes,40,58,80,532.27
1121,128,8,Filtros,Cambiar filtro de cabina,27,41,61,231.04
1122,128,9,Carrocería,Pintar partes oxidadas,32,43,68,393.35
1123,128,10,Sistema de Dirección,Verificar juego,31,41,69,496.24
1124,128,11,Sistema de Lubricación,Engrasar puntos de lubricación,45,69,96,376.25
1125,128,12,Sistema Eléctrico,Verificar alternador,40,63,75,404.02
1126,129,1,Cabina,Verificar tablero,33,54,73,230.59
1127,129,2,Sistema Eléctrico,Verificar alternador,20,42,65,568.45
1128,129,3,Sistema de Refrigeración,Revisar bomba de agua,41,67,80,125.07
1129,129,4,Motor,Verificar funcionamiento de motor,22,33,43,456.06
1130,129,5,Filtros,Cambiar filtro de aire,39,69,83,303.87
1131,129,6,Sistema Hidráulico,Cambiar aceite hidráulico,23,40,52,261.37
1132,129,7,Neumáticos,Inspeccionar desgaste,41,70,80,579.32
1133,129,8,Sistema de Combustible,Limpiar trampa de agua,17,41,52,240.31
1134,129,9,Tren de Rodaje,Medir desgaste de zapatas,36,64,92,270.21
1135,129,10,Sistema de Escape,Inspeccionar DPF,30,45,56,504.18
1136,129,11,Sistema de Lubricación,Tomar muestra de aceite,22,48,64,581.71
1137,129,12,Carrocería,Reparar abolladuras,19,48,71,520.41
1138,129,13,Cuchara y Brazo,Soldar refuerzos,20,50,70,283.08
1139,129,14,Sistema de Dirección,Alinear dirección,27,44,59,140.28
1140,129,15,Sistema de Frenos,Revisar discos,41,64,82,218.83
1141,130,1,Cabina,Revisar asiento,17,46,59,263.96
1142,130,2,Sistema de Lubricación,Engrasar puntos de lubricación,31,55,79,197.67
1143,130,3,Filtros,Limpiar pre-filtro,23,36,64,351.25
1144,130,4,Sistema de Combustible,Verificar bomba de combustible,36,50,72,92.18
1145,131,1,Tren de Rodaje,Inspeccionar rodillos,30,53,77,354.63
1146,131,2,Sistema de Escape,Cambiar empaques,45,66,90,276.53
1147,131,3,Motor,Inspeccionar correas,22,49,62,191.5
1148,131,4,Sistema de Lubricación,Engrasar puntos de lubricación,41,69,81,442.55
1149,131,5,Sistema de Combustible,Cambiar cañerías,39,54,69,89.63
1150,132,1,Cuchara y Brazo,Verificar pasadores,41,69,79,587.48
1151,132,2,Carrocería,Revisar vidrios,16,40,59,351.65
1152,132,3,Filtros,Cambiar filtro de aceite,30,44,58,165.15
1153,132,4,Sistema de Refrigeración,Verificar termostato,23,53,82,329.62
1154,132,5,Sistema de Lubricación,Tomar muestra de aceite,19,44,73,252.54
1155,132,6,Sistema de Transmisión,Revisar convertidor,36,57,70,397.84
1156,132,7,Sistema Eléctrico,Inspeccionar conexiones,15,30,44,334.03
1157,132,8,Tren de Rodaje,Medir desgaste de zapatas,41,66,81,245.03
1158,133,1,Filtros,Cambiar filtro de aire,31,45,67,103.6
1159,133,2,Sistema de Refrigeración,Limpiar radiador,43,53,66,547.99
1160,133,3,Sistema de Dirección,Verificar juego,16,44,73,325.82
1161,133,4,Tren de Rodaje,Verificar sprockets,21,46,63,316.14
1162,133,5,Sistema de Escape,Cambiar empaques,20,47,60,176.72
1163,133,6,Sistema de Combustible,Limpiar trampa de agua,28,44,54,244.09
1164,133,7,Cabina,Revisar asiento,37,50,68,210.23
1165,133,8,Neumáticos,Ajustar pernos de rueda,41,68,97,272.97
1166,133,9,Sistema Hidráulico,Cambiar aceite hidráulico,15,38,52,475.71
1167,133,10,Carrocería,Reparar abolladuras,43,56,75,580.17
1168,133,11,Sistema de Lubricación,Verificar nivel de aceite,37,49,64,406.74
1169,133,12,Sistema Eléctrico,Inspeccionar conexiones,39,68,98,503.68
1170,134,1,Cuchara y Brazo,Revisar dientes,28,53,67,524.48
1171,134,2,Sistema de Escape,Cambiar empaques,25,45,56,251.83
1172,134,3,Cabina,Verificar controles,41,58,87,215.22
1173,134,4,Sistema de Combustible,Cambiar cañerías,37,57,68,336.53
1174,134,5,Sistema Eléctrico,Inspeccionar conexiones,37,61,73,397.19
1175,134,6,Carrocería,Revisar vidrios,23,49,71,93.01
1176,134,7,Filtros,Cambiar filtro de combustible,38,53,77,439.53
