id,actividad_id,insumo_id,cantidad,unidad,especificaciones,costo_unitario,costo_total
727,1017,29,2.20,Unidad,Requerido para Revisar nivel de refrigerante,2414.37,5311.61
728,1017,58,4.80,Unidad,Requerido para Revisar nivel de refrigerante,3.64,17.47
729,1018,55,1.27,Kg,Requerido para Revisar mangueras,10.52,13.36
730,1019,67,1.29,Unidad,Requerido para Reparar abolladuras,3.52,4.54
731,1019,32,1.92,Rollo,Requerido para Reparar abolladuras,12.22,23.46
732,1019,6,2.28,Kg,Requerido para Reparar abolladuras,11.87,27.06
733,1020,4,1.09,Litro,Requerido para Inspeccionar correas,27.70,30.19
734,1020,5,1.17,Kg,Requerido para Inspeccionar correas,13.83,16.18
735,1021,5,4.24,Kg,Requerido para Inspeccionar conexiones,13.83,58.64
736,1024,67,3.52,Unidad,Requerido para Revisar convertidor,3.52,12.39
737,1024,26,4.60,Metro,Requerido para Revisar convertidor,70.24,323.10
738,1026,39,1.64,Kit,Requerido para Reparar pinchazo,47.51,77.92
739,1027,78,2.81,Unidad,Requerido para Reparar abolladuras,3.29,9.24
740,1027,38,1.41,Unidad,Requerido para Reparar abolladuras,0.47,0.66
741,1027,62,1.04,Unidad,Requerido para Reparar abolladuras,99.38,103.36
742,1028,45,2.11,Unidad,Requerido para Tomar muestra de aceite,58.60,123.65
743,1028,38,1.47,Unidad,Requerido para Tomar muestra de aceite,0.47,0.69
744,1030,25,2.55,Unidad,Requerido para Ajustar embrague,269.56,687.38
745,1030,40,2.90,Unidad,Requerido para Ajustar embrague,23.36,67.74
746,1032,54,2.02,Kg,Requerido para Limpiar pre-filtro,13.04,26.34
747,1032,68,4.57,Unidad,Requerido para Limpiar pre-filtro,323.88,1480.13
748,1034,5,3.27,Kg,Requerido para Revisar terminales,13.83,45.22
749,1034,28,4.80,Unidad,Requerido para Revisar terminales,1222.27,5866.90
750,1036,4,3.11,Litro,Requerido para Verificar termostato,27.70,86.15
751,1037,76,1.79,Unidad,Requerido para Limpiar trampa de agua,1.67,2.99
752,1037,49,1.35,Unidad,Requerido para Limpiar trampa de agua,4.68,6.32
753,1038,77,1.99,Metro,Requerido para Verificar controles,71.69,142.66
754,1038,24,3.59,Unidad,Requerido para Verificar controles,42.98,154.30
755,1040,76,4.48,Unidad,Requerido para Revisar tensión de cadena,1.67,7.48
756,1040,42,4.21,Unidad,Requerido para Revisar tensión de cadena,14.16,59.61
757,1043,21,2.08,Unidad,Requerido para Rotar neumáticos,5.01,10.42
758,1043,60,1.17,Unidad,Requerido para Rotar neumáticos,3.00,3.51
759,1044,6,4.05,Kg,Requerido para Ajustar válvulas,11.87,48.07
760,1046,23,4.34,Unidad,Requerido para Cambiar aceite de motor,76.86,333.57
761,1046,64,4.45,Unidad,Requerido para Cambiar aceite de motor,56.35,250.76
762,1048,25,4.80,Unidad,Requerido para Cambiar refrigerante,269.56,1293.89
763,1048,47,3.53,Kg,Requerido para Cambiar refrigerante,9.44,33.32
764,1054,17,1.63,Unidad,Requerido para Revisar soportes de motor,3202.55,5220.16
765,1055,50,2.96,Kg,Requerido para Limpiar pre-filtro,18.78,55.59
766,1055,37,3.06,Unidad,Requerido para Limpiar pre-filtro,1.38,4.22
767,1055,40,2.70,Unidad,Requerido para Limpiar pre-filtro,23.36,63.07
768,1057,33,4.70,Spray,Requerido para Verificar alternador,16.08,75.58
769,1060,20,4.71,Metro,Requerido para Revisar cinturón de seguridad,23.31,109.79
770,1062,61,1.50,Pliego,Requerido para Verificar líquido de frenos,1.73,2.60
771,1062,52,4.34,Unidad,Requerido para Verificar líquido de frenos,218.84,949.77
772,1064,35,4.98,Unidad,Requerido para Inspeccionar conexiones,2.72,13.55
773,1064,53,3.39,Unidad,Requerido para Inspeccionar conexiones,1053.50,3571.37
774,1064,41,2.13,Unidad,Requerido para Inspeccionar conexiones,0.48,1.02
775,1073,68,1.42,Unidad,Requerido para Verificar presión,323.88,459.91
776,1075,6,2.47,Kg,Requerido para Revisar discos,11.87,29.32
777,1076,67,4.54,Unidad,Requerido para Verificar alternador,3.52,15.98
778,1078,69,1.47,Litro,Requerido para Cambiar sellos de cilindro,26.98,39.66
779,1078,27,3.97,Unidad,Requerido para Cambiar sellos de cilindro,35.91,142.56
780,1078,9,3.10,Unidad,Requerido para Cambiar sellos de cilindro,119.93,371.78
781,1080,66,1.61,Litro,Requerido para Engrasar crucetas,34.56,55.64
782,1080,54,3.64,Kg,Requerido para Engrasar crucetas,13.04,47.47
783,1083,45,4.30,Unidad,Requerido para Revisar inyectores,58.60,251.98
784,1089,19,2.64,Unidad,Requerido para Cambiar aceite de motor,895.75,2364.78
785,1098,32,4.63,Rollo,Requerido para Verificar alternador,12.22,56.58
786,1099,56,2.41,Unidad,Requerido para Verificar juego,17.23,41.52
787,1099,18,1.11,Unidad,Requerido para Verificar juego,176.73,196.17
788,1099,79,2.32,Unidad,Requerido para Verificar juego,0.54,1.25
789,1100,56,1.84,Unidad,Requerido para Verificar funcionamiento de motor,17.23,31.70
790,1100,8,2.11,Unidad,Requerido para Verificar funcionamiento de motor,41.64,87.86
791,1101,50,2.44,Kg,Requerido para Drenar tanque,18.78,45.82
792,1101,27,3.66,Unidad,Requerido para Drenar tanque,35.91,131.43
793,1101,56,3.87,Unidad,Requerido para Drenar tanque,17.23,66.68
794,1102,76,4.63,Unidad,Requerido para Ajustar válvulas,1.67,7.73
795,1102,68,2.17,Unidad,Requerido para Ajustar válvulas,323.88,702.82
796,1102,26,3.75,Metro,Requerido para Ajustar válvulas,70.24,263.40
797,1103,7,3.31,Unidad,Requerido para Verificar nivel de aceite,40.85,135.21
798,1103,54,2.89,Kg,Requerido para Verificar nivel de aceite,13.04,37.69
799,1103,29,2.13,Unidad,Requerido para Verificar nivel de aceite,2414.37,5142.61
800,1109,62,2.78,Unidad,Requerido para Ajustar pernos de rueda,99.38,276.28
801,1109,29,1.07,Unidad,Requerido para Ajustar pernos de rueda,2414.37,2583.38
802,1109,66,4.87,Litro,Requerido para Ajustar pernos de rueda,34.56,168.31
803,1110,14,1.89,Litro,Requerido para Cambiar aceite de transmisión,32.61,61.63
804,1112,61,4.49,Pliego,Requerido para Revisar terminales,1.73,7.77
805,1112,27,1.64,Unidad,Requerido para Revisar terminales,35.91,58.89
806,1113,6,3.35,Kg,Requerido para Revisar inyectores,11.87,39.76
807,1113,31,1.29,Unidad,Requerido para Revisar inyectores,25.38,32.74
808,1113,54,2.63,Kg,Requerido para Revisar inyectores,13.04,34.30
809,1115,70,1.14,Unidad,Requerido para Verificar sprockets,48.52,55.31
810,1115,23,1.39,Unidad,Requerido para Verificar sprockets,76.86,106.84
811,1120,5,2.70,Kg,Requerido para Verificar cardanes,13.83,37.34
812,1120,38,2.32,Unidad,Requerido para Verificar cardanes,0.47,1.09
813,1120,60,2.53,Unidad,Requerido para Verificar cardanes,3.00,7.59
814,1121,40,4.58,Unidad,Requerido para Cambiar filtro de cabina,23.36,106.99
815,1122,6,4.07,Kg,Requerido para Pintar partes oxidadas,11.87,48.31
816,1122,33,3.76,Spray,Requerido para Pintar partes oxidadas,16.08,60.46
817,1125,60,2.86,Unidad,Requerido para Verificar alternador,3.00,8.58
818,1125,55,1.06,Kg,Requerido para Verificar alternador,10.52,11.15
819,1125,56,4.47,Unidad,Requerido para Verificar alternador,17.23,77.02
820,1127,10,4.16,Unidad,Requerido para Verificar alternador,79.32,329.97
821,1129,75,2.59,Rollo,Requerido para Verificar funcionamiento de motor,15.57,40.33
822,1129,2,3.92,Litro,Requerido para Verificar funcionamiento de motor,17.88,70.09
823,1129,7,3.84,Unidad,Requerido para Verificar funcionamiento de motor,40.85,156.86
824,1135,65,3.85,Unidad,Requerido para Inspeccionar DPF,1.94,7.47
825,1144,76,3.27,Unidad,Requerido para Verificar bomba de combustible,1.67,5.46
826,1144,79,2.53,Unidad,Requerido para Verificar bomba de combustible,0.54,1.37
827,1147,32,2.94,Rollo,Requerido para Inspeccionar correas,12.22,35.93
828,1148,32,4.88,Rollo,Requerido para Engrasar puntos de lubricación,12.22,59.63
829,1150,37,3.25,Unidad,Requerido para Verificar pasadores,1.38,4.49
830,1155,80,2.58,Unidad,Requerido para Revisar convertidor,172.31,444.56
831,1155,7,4.11,Unidad,Requerido para Revisar convertidor,40.85,167.89
832,1155,8,2.39,Unidad,Requerido para Revisar convertidor,41.64,99.52
833,1157,48,2.00,Pliego,Requerido para Medir desgaste de zapatas,1.57,3.14
834,1159,58,4.99,Unidad,Requerido para Limpiar radiador,3.64,18.16
835,1159,23,4.61,Unidad,Requerido para Limpiar radiador,76.86,354.32
836,1159,6,3.57,Kg,Requerido para Limpiar radiador,11.87,42.38
837,1164,42,2.38,Unidad,Requerido para Revisar asiento,14.16,33.70
838,1166,50,4.32,Kg,Requerido para Cambiar aceite hidráulico,18.78,81.13
839,1167,60,1.85,Unidad,Requerido para Reparar abolladuras,3.00,5.55
840,1167,70,1.55,Unidad,Requerido para Reparar abolladuras,48.52,75.21
841,1167,19,1.79,Unidad,Requerido para Reparar abolladuras,895.75,1603.39
842,1168,78,1.88,Unidad,Requerido para Verificar nivel de aceite,3.29,6.19
843,1168,66,4.24,Litro,Requerido para Verificar nivel de aceite,34.56,146.53
844,1168,56,2.92,Unidad,Requerido para Verificar nivel de aceite,17.23,50.31
845,1172,75,4.40,Rollo,Requerido para Verificar controles,15.57,68.51
846,1179,43,1.11,Unidad,Requerido para Cambiar sellos de cilindro,112.47,124.84
847,1179,64,3.23,Unidad,Requerido para Cambiar sellos de cilindro,56.35,182.01
848,1179,71,2.08,Unidad,Requerido para Cambiar sellos de cilindro,100.49,209.02
849,1181,29,2.73,Unidad,Requerido para Engrasar articulaciones,2414.37,6591.23
850,1183,12,4.05,Unidad,Requerido para Medir desgaste de zapatas,96.61,391.27
851,1183,58,1.10,Unidad,Requerido para Medir desgaste de zapatas,3.64,4.00
852,1183,19,4.76,Unidad,Requerido para Medir desgaste de zapatas,895.75,4263.77
853,1185,28,1.50,Unidad,Requerido para Pintar partes oxidadas,1222.27,1833.41
854,1188,71,1.98,Unidad,Requerido para Verificar líquido de frenos,100.49,198.97
855,1188,27,3.17,Unidad,Requerido para Verificar líquido de frenos,35.91,113.83
856,1188,61,4.75,Pliego,Requerido para Verificar líquido de frenos,1.73,8.22
857,1189,69,4.77,Litro,Requerido para Revisar soportes de motor,26.98,128.69
858,1190,62,2.43,Unidad,Requerido para Verificar alternador,99.38,241.49
859,1190,33,2.53,Spray,Requerido para Verificar alternador,16.08,40.68
860,1191,70,1.58,Unidad,Requerido para Reparar abolladuras,48.52,76.66
861,1192,66,1.29,Litro,Requerido para Revisar bomba de agua,34.56,44.58
862,1193,15,1.26,Litro,Requerido para Ajustar tensión,18.94,23.86
863,1193,16,3.55,Unidad,Requerido para Ajustar tensión,4290.92,15232.77
864,1201,77,2.45,Metro,Requerido para Pintar partes oxidadas,71.69,175.64
865,1201,46,1.93,Litro,Requerido para Pintar partes oxidadas,27.33,52.75
866,1201,70,2.55,Unidad,Requerido para Pintar partes oxidadas,48.52,123.73
867,1205,18,3.22,Unidad,Requerido para Revisar tubo de escape,176.73,569.07
868,1205,37,3.12,Unidad,Requerido para Revisar tubo de escape,1.38,4.31
869,1205,34,4.23,Spray,Requerido para Revisar tubo de escape,12.09,51.14
870,1208,2,4.68,Litro,Requerido para Cambiar aceite de transmisión,17.88,83.68
871,1208,60,2.66,Unidad,Requerido para Cambiar aceite de transmisión,3.00,7.98
872,1208,11,1.09,Unidad,Requerido para Cambiar aceite de transmisión,146.31,159.48
873,1210,18,2.37,Unidad,Requerido para Pintar partes oxidadas,176.73,418.85
874,1210,40,1.29,Unidad,Requerido para Pintar partes oxidadas,23.36,30.13
875,1211,35,3.40,Unidad,Requerido para Verificar juego,2.72,9.25
876,1211,4,3.87,Litro,Requerido para Verificar juego,27.70,107.20
877,1211,75,1.25,Rollo,Requerido para Verificar juego,15.57,19.46
878,1213,33,1.82,Spray,Requerido para Cambiar filtro de combustible,16.08,29.27
879,1213,15,3.36,Litro,Requerido para Cambiar filtro de combustible,18.94,63.64
880,1213,14,3.97,Litro,Requerido para Cambiar filtro de combustible,32.61,129.46
881,1218,44,3.08,Unidad,Requerido para Ajustar válvulas,88.15,271.50
882,1222,5,2.22,Kg,Requerido para Cambiar aceite de motor,13.83,30.70
883,1222,51,3.95,Unidad,Requerido para Cambiar aceite de motor,45.82,180.99
884,1224,63,3.77,Unidad,Requerido para Verificar juego,6.08,22.92
885,1224,2,1.16,Litro,Requerido para Verificar juego,17.88,20.74
886,1230,4,2.64,Litro,Requerido para Medir presiones de bomba,27.70,73.13
887,1230,10,4.65,Unidad,Requerido para Medir presiones de bomba,79.32,368.84
888,1231,6,2.85,Kg,Requerido para Revisar tensión de cadena,11.87,33.83
889,1238,58,1.24,Unidad,Requerido para Verificar funcionamiento de motor,3.64,4.51
890,1240,40,2.97,Unidad,Requerido para Purgar sistema de frenos,23.36,69.38
891,1240,58,4.76,Unidad,Requerido para Purgar sistema de frenos,3.64,17.33
892,1240,14,1.15,Litro,Requerido para Purgar sistema de frenos,32.61,37.50
893,1244,71,2.44,Unidad,Requerido para Inspeccionar rodillos,100.49,245.20
894,1244,40,4.15,Unidad,Requerido para Inspeccionar rodillos,23.36,96.94
895,1251,27,3.41,Unidad,Requerido para Revisar terminales,35.91,122.45
896,1252,19,4.04,Unidad,Requerido para Cambiar empaques,895.75,3618.83
897,1252,43,4.81,Unidad,Requerido para Cambiar empaques,112.47,540.98
898,1252,18,3.32,Unidad,Requerido para Cambiar empaques,176.73,586.74
899,1253,57,4.53,Unidad,Requerido para Medir presiones de bomba,133.39,604.26
900,1253,61,2.09,Pliego,Requerido para Medir presiones de bomba,1.73,3.62
901,1253,8,4.68,Unidad,Requerido para Medir presiones de bomba,41.64,194.88
902,1254,24,1.92,Unidad,Requerido para Cambiar filtro de aire,42.98,82.52
903,1254,3,3.22,Litro,Requerido para Cambiar filtro de aire,36.87,118.72
904,1254,21,4.11,Unidad,Requerido para Cambiar filtro de aire,5.01,20.59
905,1256,41,1.98,Unidad,Requerido para Limpiar trampa de agua,0.48,0.95
906,1260,62,1.70,Unidad,Requerido para Limpiar trampa de agua,99.38,168.95
907,1261,9,1.34,Unidad,Requerido para Engrasar puntos de lubricación,119.93,160.71
908,1265,38,4.56,Unidad,Requerido para Verificar juego,0.47,2.14
909,1265,25,3.10,Unidad,Requerido para Verificar juego,269.56,835.64
910,1266,53,2.97,Unidad,Requerido para Cambiar filtro de aire,1053.50,3128.90
911,1267,52,1.01,Unidad,Requerido para Purgar sistema de frenos,218.84,221.03
912,1267,38,4.59,Unidad,Requerido para Purgar sistema de frenos,0.47,2.16
913,1268,70,1.42,Unidad,Requerido para Revisar bomba de agua,48.52,68.90
914,1268,30,2.62,Kg,Requerido para Revisar bomba de agua,7.86,20.59
915,1269,53,4.81,Unidad,Requerido para Cambiar aceite de transmisión,1053.50,5067.34
916,1270,54,1.07,Kg,Requerido para Lavar equipo completo,13.04,13.95
917,1270,16,3.64,Unidad,Requerido para Lavar equipo completo,4290.92,15618.95
918,1270,20,2.02,Metro,Requerido para Lavar equipo completo,23.31,47.09
919,1272,61,4.40,Pliego,Requerido para Verificar tablero,1.73,7.61
920,1273,59,4.88,Unidad,Requerido para Cambiar aceite hidráulico,0.59,2.88
921,1273,60,1.60,Unidad,Requerido para Cambiar aceite hidráulico,3.00,4.80
922,1273,39,1.71,Kit,Requerido para Cambiar aceite hidráulico,47.51,81.24
923,1277,74,4.48,Unidad,Requerido para Cambiar sellos de cilindro,217.94,976.37
924,1277,34,4.57,Spray,Requerido para Cambiar sellos de cilindro,12.09,55.25
925,1279,18,4.85,Unidad,Requerido para Ajustar embrague,176.73,857.14
926,1279,57,4.09,Unidad,Requerido para Ajustar embrague,133.39,545.57
927,1279,62,1.35,Unidad,Requerido para Ajustar embrague,99.38,134.16
928,1283,30,4.40,Kg,Requerido para Verificar bomba de combustible,7.86,34.58
929,1283,4,4.17,Litro,Requerido para Verificar bomba de combustible,27.70,115.51
930,1283,14,3.58,Litro,Requerido para Verificar bomba de combustible,32.61,116.74
931,1284,56,2.72,Unidad,Requerido para Revisar convertidor,17.23,46.87
932,1288,9,4.67,Unidad,Requerido para Inspeccionar DPF,119.93,560.07
933,1291,8,1.81,Unidad,Requerido para Limpiar pre-filtro,41.64,75.37
934,1291,33,2.77,Spray,Requerido para Limpiar pre-filtro,16.08,44.54
935,1291,54,3.84,Kg,Requerido para Limpiar pre-filtro,13.04,50.07
936,1292,70,4.90,Unidad,Requerido para Limpiar filtros de aire acondicionado,48.52,237.75
937,1293,13,4.04,Litro,Requerido para Verificar pasadores,21.90,88.48
938,1294,12,1.67,Unidad,Requerido para Verificar presión,96.61,161.34
939,1294,19,2.53,Unidad,Requerido para Verificar presión,895.75,2266.25
940,1294,75,2.52,Rollo,Requerido para Verificar presión,15.57,39.24
941,1295,40,1.03,Unidad,Requerido para Ajustar embrague,23.36,24.06
942,1297,18,2.31,Unidad,Requerido para Verificar motor de arranque,176.73,408.25
943,1298,64,3.82,Unidad,Requerido para Tomar muestra de aceite,56.35,215.26
944,1298,71,1.78,Unidad,Requerido para Tomar muestra de aceite,100.49,178.87
945,1299,7,1.13,Unidad,Requerido para Inspección visual,40.85,46.16
946,1299,55,3.72,Kg,Requerido para Inspección visual,10.52,39.13
947,1299,16,4.67,Unidad,Requerido para Inspección visual,4290.92,20038.60
948,1300,60,3.07,Unidad,Requerido para Verificar sprockets,3.00,9.21
949,1300,17,4.51,Unidad,Requerido para Verificar sprockets,3202.55,14443.50
950,1300,71,3.38,Unidad,Requerido para Verificar sprockets,100.49,339.66
951,1301,57,4.65,Unidad,Requerido para Ajustar válvulas,133.39,620.26
952,1301,25,3.43,Unidad,Requerido para Ajustar válvulas,269.56,924.59
953,1301,74,3.36,Unidad,Requerido para Ajustar válvulas,217.94,732.28
954,1304,57,4.93,Unidad,Requerido para Cambiar refrigerante,133.39,657.61
955,1307,74,4.61,Unidad,Requerido para Inspeccionar DPF,217.94,1004.70
956,1307,24,4.32,Unidad,Requerido para Inspeccionar DPF,42.98,185.67
957,1311,74,1.43,Unidad,Requerido para Verificar presión,217.94,311.65
958,1311,35,1.13,Unidad,Requerido para Verificar presión,2.72,3.07
959,1312,25,4.51,Unidad,Requerido para Cambiar aceite de transmisión,269.56,1215.72
960,1312,64,1.21,Unidad,Requerido para Cambiar aceite de transmisión,56.35,68.18
961,1314,77,1.19,Metro,Requerido para Revisar terminales,71.69,85.31
962,1315,2,4.33,Litro,Requerido para Cambiar cañerías,17.88,77.42
963,1315,51,1.65,Unidad,Requerido para Cambiar cañerías,45.82,75.60
964,1315,58,2.69,Unidad,Requerido para Cambiar cañerías,3.64,9.79
965,1316,2,2.32,Litro,Requerido para Pintar partes oxidadas,17.88,41.48
966,1316,67,2.92,Unidad,Requerido para Pintar partes oxidadas,3.52,10.28
967,1318,44,1.98,Unidad,Requerido para Engrasar puntos de lubricación,88.15,174.54
968,1318,52,4.80,Unidad,Requerido para Engrasar puntos de lubricación,218.84,1050.43
969,1319,54,3.56,Kg,Requerido para Cambiar empaques,13.04,46.42
970,1319,13,2.60,Litro,Requerido para Cambiar empaques,21.90,56.94
971,1319,78,1.09,Unidad,Requerido para Cambiar empaques,3.29,3.59
972,1320,8,2.93,Unidad,Requerido para Revisar asiento,41.64,122.01
973,1321,38,1.27,Unidad,Requerido para Revisar convertidor,0.47,0.60
974,1321,11,4.05,Unidad,Requerido para Revisar convertidor,146.31,592.56
975,1321,31,4.83,Unidad,Requerido para Revisar convertidor,25.38,122.59
976,1322,35,2.63,Unidad,Requerido para Revisar bomba de agua,2.72,7.15
977,1322,52,2.22,Unidad,Requerido para Revisar bomba de agua,218.84,485.82
978,1322,16,1.59,Unidad,Requerido para Revisar bomba de agua,4290.92,6822.56
979,1324,80,2.67,Unidad,Requerido para Verificar tablero,172.31,460.07
980,1324,73,1.44,Litro,Requerido para Verificar tablero,24.39,35.12
981,1324,53,4.54,Unidad,Requerido para Verificar tablero,1053.50,4782.89
982,1325,19,4.60,Unidad,Requerido para Engrasar articulaciones,895.75,4120.45
983,1326,36,1.77,Unidad,Requerido para Cambiar filtro de cabina,2.74,4.85
984,1326,53,4.63,Unidad,Requerido para Cambiar filtro de cabina,1053.50,4877.71
985,1326,56,2.73,Unidad,Requerido para Cambiar filtro de cabina,17.23,47.04
986,1327,19,1.19,Unidad,Requerido para Engrasar articulaciones,895.75,1065.94
987,1328,70,3.28,Unidad,Requerido para Verificar juego,48.52,159.15
988,1328,66,3.26,Litro,Requerido para Verificar juego,34.56,112.67
989,1328,59,3.90,Unidad,Requerido para Verificar juego,0.59,2.30
990,1330,19,1.00,Unidad,Requerido para Ajustar frenos,895.75,895.75
991,1333,62,4.85,Unidad,Requerido para Verificar nivel de aceite,99.38,481.99
992,1333,26,2.00,Metro,Requerido para Verificar nivel de aceite,70.24,140.48
993,1335,24,4.11,Unidad,Requerido para Tomar muestra de aceite,42.98,176.65
994,1335,30,1.34,Kg,Requerido para Tomar muestra de aceite,7.86,10.53
995,1336,69,1.20,Litro,Requerido para Verificar juego,26.98,32.38
996,1336,62,3.99,Unidad,Requerido para Verificar juego,99.38,396.53
997,1336,35,1.08,Unidad,Requerido para Verificar juego,2.72,2.94
998,1340,50,1.89,Kg,Requerido para Inspeccionar conexiones,18.78,35.49
999,1340,35,3.17,Unidad,Requerido para Inspeccionar conexiones,2.72,8.62
1000,1340,33,3.33,Spray,Requerido para Inspeccionar conexiones,16.08,53.55
1001,1342,2,1.93,Litro,Requerido para Verificar tablero,17.88,34.51
1002,1343,37,2.86,Unidad,Requerido para Verificar funcionamiento de motor,1.38,3.95
1003,1346,78,2.63,Unidad,Requerido para Verificar cilindros,3.29,8.65
1004,1346,35,4.70,Unidad,Requerido para Verificar cilindros,2.72,12.78
1005,1348,61,3.65,Pliego,Requerido para Verificar presión,1.73,6.31
1006,1349,3,1.84,Litro,Requerido para Soldar refuerzos,36.87,67.84
1007,1349,1,3.72,Litro,Requerido para Soldar refuerzos,26.81,99.73
1008,1349,11,1.08,Unidad,Requerido para Soldar refuerzos,146.31,158.01
1009,1352,26,3.63,Metro,Requerido para Ajustar frenos,70.24,254.97
1010,1352,47,1.45,Kg,Requerido para Ajustar frenos,9.44,13.69
1011,1355,75,1.12,Rollo,Requerido para Inspeccionar rodillos,15.57,17.44
1012,1355,50,3.42,Kg,Requerido para Inspeccionar rodillos,18.78,64.23
1013,1355,59,3.19,Unidad,Requerido para Inspeccionar rodillos,0.59,1.88
1014,1356,61,1.62,Pliego,Requerido para Verificar cardanes,1.73,2.80
1015,1356,80,1.32,Unidad,Requerido para Verificar cardanes,172.31,227.45
1016,1357,67,1.10,Unidad,Requerido para Revisar bomba de agua,3.52,3.87
1017,1357,7,2.37,Unidad,Requerido para Revisar bomba de agua,40.85,96.81
1018,1367,64,2.10,Unidad,Requerido para Soldar refuerzos,56.35,118.34
1019,1367,4,4.42,Litro,Requerido para Soldar refuerzos,27.70,122.43
1020,1367,68,4.34,Unidad,Requerido para Soldar refuerzos,323.88,1405.64
1021,1368,15,3.52,Litro,Requerido para Ajustar tensión,18.94,66.67
1022,1369,48,2.97,Pliego,Requerido para Pintar partes oxidadas,1.57,4.66
1023,1371,66,1.13,Litro,Requerido para Revisar discos,34.56,39.05
1024,1371,25,3.01,Unidad,Requerido para Revisar discos,269.56,811.38
1025,1373,22,4.39,Unidad,Requerido para Engrasar crucetas,33.32,146.27
1026,1373,10,2.67,Unidad,Requerido para Engrasar crucetas,79.32,211.78
1027,1373,50,3.75,Kg,Requerido para Engrasar crucetas,18.78,70.43
1028,1378,19,1.34,Unidad,Requerido para Revisar bomba de agua,895.75,1200.31
1029,1378,14,1.79,Litro,Requerido para Revisar bomba de agua,32.61,58.37
1030,1385,73,4.01,Litro,Requerido para Verificar alternador,24.39,97.80
1031,1385,11,4.41,Unidad,Requerido para Verificar alternador,146.31,645.23
1032,1385,50,1.89,Kg,Requerido para Verificar alternador,18.78,35.49
1033,1394,77,4.28,Metro,Requerido para Cambiar filtro de combustible,71.69,306.83
1034,1394,16,4.61,Unidad,Requerido para Cambiar filtro de combustible,4290.92,19781.14
1035,1394,72,1.23,Unidad,Requerido para Cambiar filtro de combustible,5.86,7.21
1036,1401,28,4.13,Unidad,Requerido para Verificar líquido de frenos,1222.27,5047.98
1037,1401,64,3.90,Unidad,Requerido para Verificar líquido de frenos,56.35,219.77
1038,1403,73,2.12,Litro,Requerido para Revisar bomba de agua,24.39,51.71
1039,1405,12,1.35,Unidad,Requerido para Revisar luces de trabajo,96.61,130.42
1040,1405,58,2.08,Unidad,Requerido para Revisar luces de trabajo,3.64,7.57
1041,1407,51,3.31,Unidad,Requerido para Cambiar filtro de cabina,45.82,151.66
1042,1410,11,2.28,Unidad,Requerido para Ajustar pernos de rueda,146.31,333.59
1043,1410,9,4.07,Unidad,Requerido para Ajustar pernos de rueda,119.93,488.12
1044,1410,8,2.87,Unidad,Requerido para Ajustar pernos de rueda,41.64,119.51
1045,1411,25,3.21,Unidad,Requerido para Cambiar aceite de transmisión,269.56,865.29
1046,1411,60,2.51,Unidad,Requerido para Cambiar aceite de transmisión,3.00,7.53
1047,1412,78,1.40,Unidad,Requerido para Revisar bomba de dirección,3.29,4.61
1048,1413,18,4.73,Unidad,Requerido para Inspeccionar correas,176.73,835.93
1049,1418,16,2.32,Unidad,Requerido para Engrasar articulaciones,4290.92,9954.93
1050,1418,70,1.42,Unidad,Requerido para Engrasar articulaciones,48.52,68.90
1051,1418,72,1.12,Unidad,Requerido para Engrasar articulaciones,5.86,6.56
1052,1422,45,1.17,Unidad,Requerido para Limpiar radiador,58.60,68.56
1053,1422,73,1.18,Litro,Requerido para Limpiar radiador,24.39,28.78
1054,1425,57,3.59,Unidad,Requerido para Revisar batería,133.39,478.87
1055,1426,20,1.15,Metro,Requerido para Verificar cilindros,23.31,26.81
1056,1426,58,1.14,Unidad,Requerido para Verificar cilindros,3.64,4.15
1057,1426,24,4.45,Unidad,Requerido para Verificar cilindros,42.98,191.26
1058,1427,54,1.09,Kg,Requerido para Limpiar pre-filtro,13.04,14.21
1059,1427,38,2.15,Unidad,Requerido para Limpiar pre-filtro,0.47,1.01
1060,1427,57,4.92,Unidad,Requerido para Limpiar pre-filtro,133.39,656.28
1061,1429,71,4.17,Unidad,Requerido para Engrasar articulaciones,100.49,419.04
1062,1429,4,2.54,Litro,Requerido para Engrasar articulaciones,27.70,70.36
1063,1429,9,2.93,Unidad,Requerido para Engrasar articulaciones,119.93,351.39
1064,1430,15,3.43,Litro,Requerido para Revisar vidrios,18.94,64.96
1065,1430,26,3.01,Metro,Requerido para Revisar vidrios,70.24,211.42
1066,1430,11,4.87,Unidad,Requerido para Revisar vidrios,146.31,712.53
1067,1436,42,3.61,Unidad,Requerido para Revisar nivel de refrigerante,14.16,51.12
1068,1436,5,2.52,Kg,Requerido para Revisar nivel de refrigerante,13.83,34.85
1069,1436,67,1.24,Unidad,Requerido para Revisar nivel de refrigerante,3.52,4.36
1070,1440,48,4.19,Pliego,Requerido para Revisar pastillas,1.57,6.58
1071,1440,71,4.39,Unidad,Requerido para Revisar pastillas,100.49,441.15
1072,1440,43,1.69,Unidad,Requerido para Revisar pastillas,112.47,190.07
1073,1443,30,2.30,Kg,Requerido para Verificar sprockets,7.86,18.08
1074,1443,11,1.06,Unidad,Requerido para Verificar sprockets,146.31,155.09
1075,1443,17,4.48,Unidad,Requerido para Verificar sprockets,3202.55,14347.42
1076,1445,37,4.44,Unidad,Requerido para Revisar vidrios,1.38,6.13
1077,1445,51,1.25,Unidad,Requerido para Revisar vidrios,45.82,57.28
