id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado,fecha_registro,fecha_actualizacion
1144,130,4,Sistema de Combustible,Verificar bomba de combustible,36,50,72,92.18,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1145,131,1,Tren de Rodaje,Inspeccionar rodillos,30,53,77,354.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1146,131,2,Sistema de Escape,Cambiar empaques,45,66,90,276.53,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1147,131,3,Motor,Inspeccionar correas,22,49,62,191.50,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1148,131,4,Sistema de Lubricación,Engrasar puntos de lubricación,41,69,81,442.55,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1149,131,5,Sistema de Combustible,Cambiar cañerías,39,54,69,89.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1150,132,1,Cuchara y Brazo,Verificar pasadores,41,69,79,587.48,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1151,132,2,Carrocería,Revisar vidrios,16,40,59,351.65,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1152,132,3,Filtros,Cambiar filtro de aceite,30,44,58,165.15,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1153,132,4,Sistema de Refrigeración,Verificar termostato,23,53,82,329.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1154,132,5,Sistema de Lubricación,Tomar muestra de aceite,19,44,73,252.54,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1155,132,6,Sistema de Transmisión,Revisar convertidor,36,57,70,397.84,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1156,132,7,Sistema Eléctrico,Inspeccionar conexiones,15,30,44,334.03,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1157,132,8,Tren de Rodaje,Medir desgaste de zapatas,41,66,81,245.03,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1158,133,1,Filtros,Cambiar filtro de aire,31,45,67,103.60,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1159,133,2,Sistema de Refrigeración,Limpiar radiador,43,53,66,547.99,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1160,133,3,Sistema de Dirección,Verificar juego,16,44,73,325.82,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1161,133,4,Tren de Rodaje,Verificar sprockets,21,46,63,316.14,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1162,133,5,Sistema de Escape,Cambiar empaques,20,47,60,176.72,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1163,133,6,Sistema de Combustible,Limpiar trampa de agua,28,44,54,244.09,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1164,133,7,Cabina,Revisar asiento,37,50,68,210.23,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1165,133,8,Neumáticos,Ajustar pernos de rueda,41,68,97,272.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1166,133,9,Sistema Hidráulico,Cambiar aceite hidráulico,15,38,52,475.71,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1167,133,10,Carrocería,Reparar abolladuras,43,56,75,580.17,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1168,133,11,Sistema de Lubricación,Verificar nivel de aceite,37,49,64,406.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1169,133,12,Sistema Eléctrico,Inspeccionar conexiones,39,68,98,503.68,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1170,134,1,Cuchara y Brazo,Revisar dientes,28,53,67,524.48,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1171,134,2,Sistema de Escape,Cambiar empaques,25,45,56,251.83,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1172,134,3,Cabina,Verificar controles,41,58,87,215.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1173,134,4,Sistema de Combustible,Cambiar cañerías,37,57,68,336.53,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1174,134,5,Sistema Eléctrico,Inspeccionar conexiones,37,61,73,397.19,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1175,134,6,Carrocería,Revisar vidrios,23,49,71,93.01,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1176,134,7,Filtros,Cambiar filtro de combustible,38,53,77,439.53,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1177,134,8,Sistema de Lubricación,Cambiar aceite de motor,44,61,90,504.96,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1178,134,9,Sistema de Transmisión,Revisar convertidor,24,53,73,570.57,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1179,134,10,Sistema Hidráulico,Cambiar sellos de cilindro,24,52,79,102.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1180,134,11,Sistema de Refrigeración,Limpiar radiador,44,70,82,548.83,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1181,134,12,Sistema de Dirección,Engrasar articulaciones,21,34,62,169.82,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1182,134,13,Sistema de Frenos,Revisar pastillas,28,38,54,283.49,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1183,134,14,Tren de Rodaje,Medir desgaste de zapatas,43,69,88,87.41,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1184,134,15,Motor,Inspeccionar correas,40,66,89,533.60,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1185,135,1,Carrocería,Pintar partes oxidadas,21,31,51,598.04,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1186,135,2,Sistema de Combustible,Revisar inyectores,42,66,79,542.46,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1187,135,3,Sistema Hidráulico,Cambiar aceite hidráulico,28,41,58,345.13,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1188,135,4,Sistema de Frenos,Verificar líquido de frenos,26,42,65,189.17,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1189,136,1,Motor,Revisar soportes de motor,30,47,70,113.07,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1190,136,2,Sistema Eléctrico,Verificar alternador,35,62,79,366.94,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1191,136,3,Carrocería,Reparar abolladuras,22,35,57,525.65,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1192,136,4,Sistema de Refrigeración,Revisar bomba de agua,30,42,66,537.40,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1193,136,5,Tren de Rodaje,Ajustar tensión,15,43,54,470.82,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1194,137,1,Cabina,Revisar asiento,19,39,49,238.80,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1195,137,2,Motor,Revisar nivel de refrigerante,23,46,59,147.83,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1196,137,3,Sistema Hidráulico,Verificar cilindros,28,50,67,260.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1197,137,4,Sistema de Refrigeración,Cambiar refrigerante,36,49,69,192.42,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1198,137,5,Sistema de Dirección,Verificar juego,26,40,67,116.44,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1199,137,6,Tren de Rodaje,Inspeccionar rodillos,40,51,65,95.61,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1200,137,7,Sistema de Lubricación,Tomar muestra de aceite,32,47,75,255.31,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1201,137,8,Carrocería,Pintar partes oxidadas,34,50,62,243.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1202,138,1,Sistema de Frenos,Purgar sistema de frenos,41,63,86,367.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1203,138,2,Sistema de Refrigeración,Cambiar refrigerante,16,35,54,105.87,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1204,138,3,Sistema de Lubricación,Cambiar aceite de motor,16,29,44,317.66,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1205,138,4,Sistema de Escape,Revisar tubo de escape,32,55,72,432.44,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1206,138,5,Sistema Hidráulico,Cambiar sellos de cilindro,37,65,82,179.31,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1207,138,6,Tren de Rodaje,Inspeccionar rodillos,29,51,74,136.00,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1208,138,7,Sistema de Transmisión,Cambiar aceite de transmisión,16,38,66,517.94,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1209,138,8,Cuchara y Brazo,Soldar refuerzos,41,58,69,99.02,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1210,138,9,Carrocería,Pintar partes oxidadas,42,70,93,284.69,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1211,138,10,Sistema de Dirección,Verificar juego,30,48,58,175.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1212,138,11,Neumáticos,Rotar neumáticos,29,56,81,458.40,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1213,138,12,Filtros,Cambiar filtro de combustible,34,44,56,258.76,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1214,139,1,Tren de Rodaje,Revisar tensión de cadena,20,31,55,386.91,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1215,139,2,Carrocería,Pintar partes oxidadas,34,51,63,361.07,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1216,139,3,Cuchara y Brazo,Engrasar articulaciones,43,58,75,554.70,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1217,139,4,Sistema de Transmisión,Verificar cardanes,40,70,98,346.26,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1218,139,5,Motor,Ajustar válvulas,28,41,63,388.12,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1219,139,6,Sistema Eléctrico,Inspeccionar conexiones,27,45,60,99.77,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1220,139,7,Sistema de Escape,Inspeccionar DPF,38,58,82,246.16,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1221,139,8,Sistema Hidráulico,Medir presiones de bomba,27,52,70,355.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1222,139,9,Sistema de Lubricación,Cambiar aceite de motor,39,54,64,475.88,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1223,139,10,Sistema de Combustible,Limpiar trampa de agua,45,66,87,155.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1224,139,11,Sistema de Dirección,Verificar juego,20,35,56,144.92,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1225,139,12,Sistema de Frenos,Ajustar frenos,25,35,51,222.26,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1226,139,13,Neumáticos,Rotar neumáticos,23,50,64,572.94,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1227,139,14,Filtros,Limpiar pre-filtro,25,47,76,387.65,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1228,139,15,Cabina,Verificar controles,20,40,68,348.16,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1229,140,1,Cuchara y Brazo,Soldar refuerzos,32,54,81,564.32,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1230,140,2,Sistema Hidráulico,Medir presiones de bomba,39,50,65,489.02,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1231,140,3,Tren de Rodaje,Revisar tensión de cadena,35,61,73,192.69,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1232,140,4,Neumáticos,Verificar presión,19,34,64,341.87,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1233,141,1,Carrocería,Pintar partes oxidadas,35,58,77,166.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1234,141,2,Sistema de Dirección,Alinear dirección,42,63,77,592.71,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1235,141,3,Sistema de Frenos,Revisar discos,45,68,95,398.82,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1236,141,4,Sistema Hidráulico,Cambiar aceite hidráulico,26,44,61,388.76,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1237,141,5,Cuchara y Brazo,Soldar refuerzos,25,36,60,598.35,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1238,142,1,Motor,Verificar funcionamiento de motor,44,69,85,233.55,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1239,142,2,Sistema de Combustible,Limpiar trampa de agua,32,53,75,212.38,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1240,142,3,Sistema de Frenos,Purgar sistema de frenos,23,38,56,165.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1241,142,4,Carrocería,Lavar equipo completo,26,51,81,521.87,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1242,142,5,Sistema de Refrigeración,Revisar mangueras,25,51,69,170.49,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1243,142,6,Filtros,Cambiar filtro de aire,27,46,66,114.91,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1244,142,7,Tren de Rodaje,Inspeccionar rodillos,20,49,68,425.00,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1245,142,8,Sistema de Transmisión,Verificar cardanes,44,60,76,365.52,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1246,143,1,Tren de Rodaje,Medir desgaste de zapatas,40,61,75,313.12,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1247,143,2,Sistema de Frenos,Ajustar frenos,33,45,75,218.43,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1248,143,3,Carrocería,Revisar vidrios,34,58,88,580.39,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1249,143,4,Sistema de Refrigeración,Limpiar radiador,26,39,59,234.76,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1250,143,5,Neumáticos,Ajustar pernos de rueda,22,42,56,341.53,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1251,143,6,Sistema de Dirección,Revisar terminales,15,40,69,175.10,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1252,143,7,Sistema de Escape,Cambiar empaques,39,51,72,334.44,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1253,143,8,Sistema Hidráulico,Medir presiones de bomba,23,44,58,527.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1254,143,9,Filtros,Cambiar filtro de aire,19,34,59,125.89,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1255,143,10,Cabina,Verificar controles,15,32,43,549.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1256,143,11,Sistema de Combustible,Limpiar trampa de agua,30,56,77,217.85,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1257,143,12,Cuchara y Brazo,Cambiar bocinas,22,36,49,306.98,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1258,144,1,Cuchara y Brazo,Engrasar articulaciones,18,39,56,192.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1259,144,2,Sistema Eléctrico,Inspeccionar conexiones,40,61,76,245.60,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1260,144,3,Sistema de Combustible,Limpiar trampa de agua,43,56,83,110.37,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1261,144,4,Sistema de Lubricación,Engrasar puntos de lubricación,15,30,59,81.23,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1262,144,5,Tren de Rodaje,Medir desgaste de zapatas,20,36,57,212.09,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1263,144,6,Sistema Hidráulico,Medir presiones de bomba,41,62,90,274.46,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1264,144,7,Motor,Ajustar válvulas,34,63,93,421.41,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1265,144,8,Sistema de Dirección,Verificar juego,38,60,83,490.26,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1266,144,9,Filtros,Cambiar filtro de aire,45,64,78,371.48,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1267,144,10,Sistema de Frenos,Purgar sistema de frenos,27,47,77,374.34,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1268,144,11,Sistema de Refrigeración,Revisar bomba de agua,26,48,64,83.72,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1269,144,12,Sistema de Transmisión,Cambiar aceite de transmisión,32,50,65,217.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1270,144,13,Carrocería,Lavar equipo completo,42,61,75,366.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1271,144,14,Neumáticos,Rotar neumáticos,22,52,74,128.05,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1272,144,15,Cabina,Verificar tablero,33,44,67,578.45,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1273,145,1,Sistema Hidráulico,Cambiar aceite hidráulico,17,32,46,241.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1274,145,2,Sistema Eléctrico,Inspeccionar conexiones,20,44,58,208.18,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
