id,mantenimiento_id,actividad_id,descripcion,tiempo_real,completada,observaciones
809,115,668,Revisar vidrios,62,1,Tarea finalizada correctamente.
810,115,669,Verificar funcionamiento de motor,60,1,Tarea finalizada correctamente.
811,115,670,Purgar sistema de frenos,46,1,Tarea finalizada correctamente.
812,116,687,Inspeccionar desgaste,59,1,Tarea finalizada correctamente.
813,116,692,Soldar refuerzos,43,1,Tarea finalizada correctamente.
814,116,690,Cambiar aceite de motor,28,1,Tarea finalizada correctamente.
815,116,696,Revisar vidrios,39,1,Tarea finalizada correctamente.
816,116,689,Verificar funcionamiento de motor,59,1,Tarea finalizada correctamente.
817,116,695,Limpiar radiador,45,1,Tarea finalizada correctamente.
818,116,699,Cambiar filtro de cabina,34,1,Tarea finalizada correctamente.
819,116,700,Ajustar embrague,53,1,Tarea finalizada correctamente.
820,116,691,Inspeccionar DPF,46,1,Tarea finalizada correctamente.
821,116,688,Cambiar aceite hidráulico,57,1,Tarea finalizada correctamente.
822,116,698,Verificar bomba de combustible,69,1,Tarea finalizada correctamente.
823,116,697,Verificar motor de arranque,27,1,Tarea finalizada correctamente.
824,116,693,Revisar discos,41,1,Tarea finalizada correctamente.
825,117,704,Revisar tubo de escape,43,1,Tarea finalizada correctamente.
826,117,702,Engrasar puntos de lubricación,39,1,Tarea finalizada correctamente.
827,117,703,Reparar pinchazo,28,1,Tarea finalizada correctamente.
828,120,689,Verificar funcionamiento de motor,66,1,Tarea finalizada correctamente.
829,120,698,Verificar bomba de combustible,84,1,Tarea finalizada correctamente.
830,120,687,Inspeccionar desgaste,24,1,Tarea finalizada correctamente.
831,120,694,Revisar terminales,33,1,Tarea finalizada correctamente.
832,120,697,Verificar motor de arranque,42,1,Tarea finalizada correctamente.
833,120,688,Cambiar aceite hidráulico,73,1,Tarea finalizada correctamente.
834,120,699,Cambiar filtro de cabina,49,1,Tarea finalizada correctamente.
835,120,690,Cambiar aceite de motor,48,1,Tarea finalizada correctamente.
836,120,692,Soldar refuerzos,35,1,Tarea finalizada correctamente.
837,120,686,Revisar asiento,39,1,Tarea finalizada correctamente.
838,120,693,Revisar discos,58,1,Tarea finalizada correctamente.
839,120,696,Revisar vidrios,29,1,Tarea finalizada correctamente.
840,120,691,Inspeccionar DPF,40,1,Tarea finalizada correctamente.
841,122,747,Verificar presión,70,1,Tarea finalizada correctamente.
842,122,748,Soldar refuerzos,26,1,Tarea finalizada correctamente.
843,122,746,Revisar mangueras,47,1,Tarea finalizada correctamente.
844,123,722,Cambiar filtro de aceite,94,1,Tarea finalizada correctamente.
845,123,718,Verificar silenciador,27,1,Tarea finalizada correctamente.
846,123,727,Inspección visual,85,1,Tarea finalizada correctamente.
847,123,726,Revisar batería,42,1,Tarea finalizada correctamente.
848,123,728,Cambiar aceite de transmisión,46,1,Tarea finalizada correctamente.
849,123,721,Verificar sprockets,23,1,Tarea finalizada correctamente.
850,123,729,Reparar pinchazo,19,1,Tarea finalizada correctamente.
851,123,724,Revisar dientes,76,1,Tarea finalizada correctamente.
852,123,720,Verificar tablero,40,1,Tarea finalizada correctamente.
853,123,725,Engrasar puntos de lubricación,40,1,Tarea finalizada correctamente.
854,127,760,Verificar juego,24,1,Tarea finalizada correctamente.
855,127,755,Verificar funcionamiento de motor,33,1,Tarea finalizada correctamente.
856,127,758,Cambiar filtro de cabina,51,1,Tarea finalizada correctamente.
857,127,754,Verificar alternador,66,1,Tarea finalizada correctamente.
858,127,761,Revisar pastillas,54,1,Tarea finalizada correctamente.
859,127,756,Revisar dientes,61,1,Tarea finalizada correctamente.
860,127,757,Revisar inyectores,41,1,Tarea finalizada correctamente.
861,128,789,Verificar motor de arranque,67,1,Tarea finalizada correctamente.
862,128,790,Verificar presión,44,1,Tarea finalizada correctamente.
863,128,792,Verificar termostato,49,1,Tarea finalizada correctamente.
864,129,790,Verificar presión,48,1,Tarea finalizada correctamente.
865,129,791,Ajustar válvulas,48,1,Tarea finalizada correctamente.
866,129,792,Verificar termostato,44,1,Tarea finalizada correctamente.
867,130,753,Verificar tablero,69,1,Tarea finalizada correctamente.
868,130,750,Inspección visual,23,1,Tarea finalizada correctamente.
869,130,749,Cambiar filtro de aceite,63,1,Tarea finalizada correctamente.
870,130,752,Limpiar radiador,55,1,Tarea finalizada correctamente.
871,131,757,Revisar inyectores,52,1,Tarea finalizada correctamente.
872,131,759,Verificar nivel de aceite,87,1,Tarea finalizada correctamente.
873,131,755,Verificar funcionamiento de motor,25,1,Tarea finalizada correctamente.
874,131,758,Cambiar filtro de cabina,75,1,Tarea finalizada correctamente.
875,131,760,Verificar juego,45,1,Tarea finalizada correctamente.
876,131,756,Revisar dientes,50,1,Tarea finalizada correctamente.
877,131,761,Revisar pastillas,42,1,Tarea finalizada correctamente.
878,132,792,Verificar termostato,43,1,Tarea finalizada correctamente.
879,132,790,Verificar presión,70,1,Tarea finalizada correctamente.
880,132,791,Ajustar válvulas,69,1,Tarea finalizada correctamente.
881,133,807,Revisar turbo,52,1,Tarea finalizada correctamente.
882,133,810,Revisar mangueras,44,1,Tarea finalizada correctamente.
883,133,806,Verificar tablero,60,1,Tarea finalizada correctamente.
884,133,815,Revisar nivel de refrigerante,52,1,Tarea finalizada correctamente.
885,133,814,Ajustar embrague,29,1,Tarea finalizada correctamente.
886,133,811,Revisar discos,84,1,Tarea finalizada correctamente.
887,133,813,Verificar motor de arranque,62,1,Tarea finalizada correctamente.
888,133,809,Verificar bomba de combustible,48,1,Tarea finalizada correctamente.
889,133,812,Revisar mangueras,39,1,Tarea finalizada correctamente.
890,133,816,Revisar terminales,18,1,Tarea finalizada correctamente.
891,134,797,Cambiar filtro de combustible,52,1,Tarea finalizada correctamente.
892,134,795,Ajustar tensión,42,1,Tarea finalizada correctamente.
893,134,793,Cambiar bocinas,47,1,Tarea finalizada correctamente.
894,134,796,Cambiar empaques,49,1,Tarea finalizada correctamente.
895,136,829,Ajustar embrague,68,1,Tarea finalizada correctamente.
896,136,832,Medir desgaste de zapatas,63,1,Tarea finalizada correctamente.
897,136,823,Verificar presión,65,1,Tarea finalizada correctamente.
898,136,831,Revisar tubo de escape,23,1,Tarea finalizada correctamente.
899,136,828,Revisar bomba de dirección,54,1,Tarea finalizada correctamente.
900,136,824,Revisar mangueras,82,1,Tarea finalizada correctamente.
901,136,820,Verificar controles,45,1,Tarea finalizada correctamente.
902,136,818,Cambiar filtro de cabina,41,1,Tarea finalizada correctamente.
903,136,830,Revisar bomba de agua,47,1,Tarea finalizada correctamente.
904,136,825,Revisar inyectores,52,1,Tarea finalizada correctamente.
905,136,826,Inspeccionar conexiones,45,1,Tarea finalizada correctamente.
906,136,822,Pintar partes oxidadas,44,1,Tarea finalizada correctamente.
907,136,827,Revisar dientes,55,1,Tarea finalizada correctamente.
908,137,827,Revisar dientes,34,1,Tarea finalizada correctamente.
909,137,828,Revisar bomba de dirección,57,1,Tarea finalizada correctamente.
910,137,830,Revisar bomba de agua,45,1,Tarea finalizada correctamente.
911,137,826,Inspeccionar conexiones,39,1,Tarea finalizada correctamente.
912,137,824,Revisar mangueras,83,1,Tarea finalizada correctamente.
913,137,821,Verificar funcionamiento de motor,47,1,Tarea finalizada correctamente.
914,137,820,Verificar controles,62,1,Tarea finalizada correctamente.
915,137,818,Cambiar filtro de cabina,73,1,Tarea finalizada correctamente.
916,137,829,Ajustar embrague,76,1,Tarea finalizada correctamente.
917,137,819,Verificar nivel de aceite,60,1,Tarea finalizada correctamente.
918,137,825,Revisar inyectores,45,1,Tarea finalizada correctamente.
919,137,832,Medir desgaste de zapatas,57,1,Tarea finalizada correctamente.
920,137,831,Revisar tubo de escape,56,1,Tarea finalizada correctamente.
921,138,795,Ajustar tensión,52,1,Tarea finalizada correctamente.
922,138,797,Cambiar filtro de combustible,43,1,Tarea finalizada correctamente.
923,138,796,Cambiar empaques,68,1,Tarea finalizada correctamente.
924,138,794,Inspeccionar desgaste,42,1,Tarea finalizada correctamente.
925,139,828,Revisar bomba de dirección,34,1,Tarea finalizada correctamente.
926,139,829,Ajustar embrague,56,1,Tarea finalizada correctamente.
927,139,818,Cambiar filtro de cabina,77,1,Tarea finalizada correctamente.
928,139,822,Pintar partes oxidadas,62,1,Tarea finalizada correctamente.
929,139,825,Revisar inyectores,55,1,Tarea finalizada correctamente.
930,139,819,Verificar nivel de aceite,24,1,Tarea finalizada correctamente.
931,139,823,Verificar presión,68,1,Tarea finalizada correctamente.
932,139,830,Revisar bomba de agua,66,1,Tarea finalizada correctamente.
933,139,820,Verificar controles,64,1,Tarea finalizada correctamente.
934,139,832,Medir desgaste de zapatas,46,1,Tarea finalizada correctamente.
935,139,827,Revisar dientes,32,1,Tarea finalizada correctamente.
936,139,824,Revisar mangueras,76,1,Tarea finalizada correctamente.
937,139,826,Inspeccionar conexiones,57,1,Tarea finalizada correctamente.
938,140,813,Verificar motor de arranque,38,1,Tarea finalizada correctamente.
939,140,810,Revisar mangueras,35,1,Tarea finalizada correctamente.
940,140,817,Revisar vidrios,65,1,Tarea finalizada correctamente.
941,140,807,Revisar turbo,53,1,Tarea finalizada correctamente.
942,140,812,Revisar mangueras,54,1,Tarea finalizada correctamente.
943,140,808,Reparar pinchazo,39,1,Tarea finalizada correctamente.
944,140,815,Revisar nivel de refrigerante,66,1,Tarea finalizada correctamente.
945,140,809,Verificar bomba de combustible,44,1,Tarea finalizada correctamente.
946,140,816,Revisar terminales,62,1,Tarea finalizada correctamente.
947,140,811,Revisar discos,73,1,Tarea finalizada correctamente.
948,141,799,Revisar bomba de agua,45,1,Tarea finalizada correctamente.
949,141,801,Verificar silenciador,65,1,Tarea finalizada correctamente.
950,141,804,Reparar abolladuras,46,1,Tarea finalizada correctamente.
951,141,800,Revisar tensión de cadena,56,1,Tarea finalizada correctamente.
952,141,802,Engrasar crucetas,43,1,Tarea finalizada correctamente.
953,141,803,Revisar discos,42,1,Tarea finalizada correctamente.
954,141,798,Rotar neumáticos,35,1,Tarea finalizada correctamente.
955,143,854,Cambiar cañerías,31,1,Tarea finalizada correctamente.
956,143,852,Revisar soportes de motor,39,1,Tarea finalizada correctamente.
957,143,861,Engrasar puntos de lubricación,48,1,Tarea finalizada correctamente.
958,143,860,Revisar terminales,50,1,Tarea finalizada correctamente.
959,143,850,Ajustar pernos de rueda,48,1,Tarea finalizada correctamente.
960,143,858,Inspeccionar DPF,57,1,Tarea finalizada correctamente.
961,143,855,Limpiar pre-filtro,40,1,Tarea finalizada correctamente.
962,143,857,Ajustar frenos,63,1,Tarea finalizada correctamente.
963,143,856,Verificar controles,50,1,Tarea finalizada correctamente.
964,143,853,Revisar vidrios,59,1,Tarea finalizada correctamente.
965,144,880,Verificar pasadores,39,1,Tarea finalizada correctamente.
966,144,879,Limpiar radiador,47,1,Tarea finalizada correctamente.
967,144,877,Rotar neumáticos,57,1,Tarea finalizada correctamente.
968,145,879,Limpiar radiador,38,1,Tarea finalizada correctamente.
969,145,877,Rotar neumáticos,54,1,Tarea finalizada correctamente.
970,145,880,Verificar pasadores,52,1,Tarea finalizada correctamente.
971,146,879,Limpiar radiador,58,1,Tarea finalizada correctamente.
972,146,878,Cambiar aceite hidráulico,53,1,Tarea finalizada correctamente.
973,146,877,Rotar neumáticos,57,1,Tarea finalizada correctamente.
974,147,879,Limpiar radiador,51,1,Tarea finalizada correctamente.
975,147,877,Rotar neumáticos,48,1,Tarea finalizada correctamente.
976,147,878,Cambiar aceite hidráulico,38,1,Tarea finalizada correctamente.
977,148,844,Verificar sprockets,40,1,Tarea finalizada correctamente.
978,148,842,Medir presiones de bomba,53,1,Tarea finalizada correctamente.
979,148,843,Cambiar cañerías,59,1,Tarea finalizada correctamente.
980,148,848,Inspeccionar correas,37,1,Tarea finalizada correctamente.
981,148,845,Cambiar refrigerante,59,1,Tarea finalizada correctamente.
982,148,846,Revisar pastillas,40,1,Tarea finalizada correctamente.
983,148,847,Limpiar filtros de aire acondicionado,45,1,Tarea finalizada correctamente.
984,149,885,Revisar luces de trabajo,74,1,Tarea finalizada correctamente.
985,149,883,Revisar dientes,32,1,Tarea finalizada correctamente.
986,149,884,Cambiar filtro de aceite,37,1,Tarea finalizada correctamente.
987,149,881,Purgar sistema de frenos,25,1,Tarea finalizada correctamente.
988,151,921,Verificar presión,65,1,Tarea finalizada correctamente.
989,151,923,Revisar discos,46,1,Tarea finalizada correctamente.
990,151,924,Engrasar articulaciones,58,1,Tarea finalizada correctamente.
991,152,923,Revisar discos,28,1,Tarea finalizada correctamente.
992,152,922,Verificar termostato,27,1,Tarea finalizada correctamente.
993,152,924,Engrasar articulaciones,28,1,Tarea finalizada correctamente.
994,153,898,Verificar nivel de aceite,58,1,Tarea finalizada correctamente.
995,153,900,Revisar cinturón de seguridad,46,1,Tarea finalizada correctamente.
996,153,905,Revisar tubo de escape,29,1,Tarea finalizada correctamente.
997,153,895,Verificar líquido de frenos,50,1,Tarea finalizada correctamente.
998,153,903,Revisar inyectores,70,1,Tarea finalizada correctamente.
999,153,902,Inspeccionar conexiones,39,1,Tarea finalizada correctamente.
1000,153,901,Ajustar embrague,74,1,Tarea finalizada correctamente.
1001,153,899,Soldar refuerzos,52,1,Tarea finalizada correctamente.
1002,153,896,Reparar abolladuras,33,1,Tarea finalizada correctamente.
1003,153,894,Inspeccionar desgaste,44,1,Tarea finalizada correctamente.
1004,154,883,Revisar dientes,32,1,Tarea finalizada correctamente.
1005,154,885,Revisar luces de trabajo,45,1,Tarea finalizada correctamente.
1006,154,881,Purgar sistema de frenos,65,1,Tarea finalizada correctamente.
1007,154,884,Cambiar filtro de aceite,58,1,Tarea finalizada correctamente.
1008,156,923,Revisar discos,31,1,Tarea finalizada correctamente.
1009,156,921,Verificar presión,53,1,Tarea finalizada correctamente.
1010,156,922,Verificar termostato,53,1,Tarea finalizada correctamente.
1011,157,965,Alinear dirección,28,1,Tarea finalizada correctamente.
1012,157,967,Revisar convertidor,33,1,Tarea finalizada correctamente.
1013,157,966,Revisar bomba de agua,54,1,Tarea finalizada correctamente.
1014,158,944,Revisar bomba de dirección,59,1,Tarea finalizada correctamente.
1015,158,938,Revisar convertidor,34,1,Tarea finalizada correctamente.
1016,158,939,Cambiar filtro de aire,25,1,Tarea finalizada correctamente.
1017,158,941,Inspeccionar desgaste,68,1,Tarea finalizada correctamente.
1018,158,948,Verificar termostato,85,1,Tarea finalizada correctamente.
1019,158,947,Verificar tablero,58,1,Tarea finalizada correctamente.
1020,158,945,Revisar soportes de motor,31,1,Tarea finalizada correctamente.
1021,158,949,Cambiar cañerías,43,1,Tarea finalizada correctamente.
1022,158,942,Lavar equipo completo,48,1,Tarea finalizada correctamente.
1023,158,946,Revisar discos,33,1,Tarea finalizada correctamente.
1024,159,933,Soldar refuerzos,47,1,Tarea finalizada correctamente.
1025,159,932,Revisar vidrios,36,1,Tarea finalizada correctamente.
1026,159,931,Verificar bomba de combustible,32,1,Tarea finalizada correctamente.
1027,159,936,Inspeccionar DPF,37,1,Tarea finalizada correctamente.
1028,159,937,Revisar luces de trabajo,39,1,Tarea finalizada correctamente.
1029,159,935,Ajustar pernos de rueda,21,1,Tarea finalizada correctamente.
1030,159,930,Verificar controles,51,1,Tarea finalizada correctamente.
1031,160,948,Verificar termostato,38,1,Tarea finalizada correctamente.
1032,160,947,Verificar tablero,62,1,Tarea finalizada correctamente.
1033,160,945,Revisar soportes de motor,47,1,Tarea finalizada correctamente.
1034,160,940,Inspeccionar rodillos,44,1,Tarea finalizada correctamente.
1035,160,941,Inspeccionar desgaste,46,1,Tarea finalizada correctamente.
1036,160,943,Engrasar puntos de lubricación,62,1,Tarea finalizada correctamente.
1037,160,942,Lavar equipo completo,29,1,Tarea finalizada correctamente.
1038,160,938,Revisar convertidor,26,1,Tarea finalizada correctamente.
1039,160,946,Revisar discos,34,1,Tarea finalizada correctamente.
1040,160,949,Cambiar cañerías,54,1,Tarea finalizada correctamente.
1041,161,937,Revisar luces de trabajo,49,1,Tarea finalizada correctamente.
1042,161,930,Verificar controles,68,1,Tarea finalizada correctamente.
1043,161,936,Inspeccionar DPF,40,1,Tarea finalizada correctamente.
1044,161,933,Soldar refuerzos,30,1,Tarea finalizada correctamente.
1045,161,932,Revisar vidrios,62,1,Tarea finalizada correctamente.
1046,161,935,Ajustar pernos de rueda,20,1,Tarea finalizada correctamente.
1047,161,934,Cambiar aceite de motor,69,1,Tarea finalizada correctamente.
1048,162,960,Verificar tablero,58,1,Tarea finalizada correctamente.
1049,162,961,Revisar terminales,63,1,Tarea finalizada correctamente.
1050,162,955,Cambiar bocinas,57,1,Tarea finalizada correctamente.
1051,162,952,Revisar tubo de escape,43,1,Tarea finalizada correctamente.
1052,162,962,Ajustar válvulas,48,1,Tarea finalizada correctamente.
1053,162,954,Revisar mangueras,34,1,Tarea finalizada correctamente.
1054,162,951,Cambiar aceite de transmisión,39,1,Tarea finalizada correctamente.
1055,162,963,Revisar discos,41,1,Tarea finalizada correctamente.
1056,162,953,Revisar vidrios,39,1,Tarea finalizada correctamente.
1057,162,964,Revisar batería,59,1,Tarea finalizada correctamente.
1058,162,950,Revisar bomba de agua,49,1,Tarea finalizada correctamente.
1059,162,956,Cambiar filtro de aceite,44,1,Tarea finalizada correctamente.
1060,162,958,Revisar inyectores,54,1,Tarea finalizada correctamente.
1061,163,940,Inspeccionar rodillos,45,1,Tarea finalizada correctamente.
1062,163,942,Lavar equipo completo,26,1,Tarea finalizada correctamente.
1063,163,938,Revisar convertidor,29,1,Tarea finalizada correctamente.
1064,163,943,Engrasar puntos de lubricación,65,1,Tarea finalizada correctamente.
1065,163,944,Revisar bomba de dirección,27,1,Tarea finalizada correctamente.
1066,163,947,Verificar tablero,45,1,Tarea finalizada correctamente.
1067,163,949,Cambiar cañerías,23,1,Tarea finalizada correctamente.
1068,163,946,Revisar discos,39,1,Tarea finalizada correctamente.
1069,163,945,Revisar soportes de motor,47,1,Tarea finalizada correctamente.
1070,163,948,Verificar termostato,87,1,Tarea finalizada correctamente.
1071,164,946,Revisar discos,46,1,Tarea finalizada correctamente.
1072,164,945,Revisar soportes de motor,60,1,Tarea finalizada correctamente.
1073,164,938,Revisar convertidor,26,1,Tarea finalizada correctamente.
1074,164,949,Cambiar cañerías,28,1,Tarea finalizada correctamente.
1075,164,939,Cambiar filtro de aire,27,1,Tarea finalizada correctamente.
1076,164,944,Revisar bomba de dirección,20,1,Tarea finalizada correctamente.
1077,164,941,Inspeccionar desgaste,37,1,Tarea finalizada correctamente.
1078,164,942,Lavar equipo completo,22,1,Tarea finalizada correctamente.
1079,164,943,Engrasar puntos de lubricación,57,1,Tarea finalizada correctamente.
1080,164,947,Verificar tablero,40,1,Tarea finalizada correctamente.
1081,165,974,Ajustar tensión,40,1,Tarea finalizada correctamente.
1082,165,978,Verificar cardanes,84,1,Tarea finalizada correctamente.
1083,165,977,Revisar cinturón de seguridad,59,1,Tarea finalizada correctamente.
1084,165,979,Revisar bomba de agua,44,1,Tarea finalizada correctamente.
1085,165,981,Revisar terminales,49,1,Tarea finalizada correctamente.
1086,165,975,Revisar vidrios,52,1,Tarea finalizada correctamente.
1087,165,976,Limpiar trampa de agua,42,1,Tarea finalizada correctamente.
1088,166,983,Cambiar aceite de motor,42,1,Tarea finalizada correctamente.
1089,166,990,Revisar inyectores,33,1,Tarea finalizada correctamente.
1090,166,993,Verificar controles,48,1,Tarea finalizada correctamente.
1091,166,982,Revisar pastillas,44,1,Tarea finalizada correctamente.
1092,166,989,Verificar sprockets,33,1,Tarea finalizada correctamente.
1093,166,986,Reparar abolladuras,53,1,Tarea finalizada correctamente.
1094,166,987,Rotar neumáticos,49,1,Tarea finalizada correctamente.
1095,166,992,Verificar funcionamiento de motor,53,1,Tarea finalizada correctamente.
1096,166,984,Cambiar aceite hidráulico,22,1,Tarea finalizada correctamente.
1097,166,985,Engrasar crucetas,37,1,Tarea finalizada correctamente.
1098,168,994,Verificar bomba de combustible,56,1,Tarea finalizada correctamente.
1099,168,1005,Cambiar aceite de transmisión,38,1,Tarea finalizada correctamente.
1100,168,1001,Medir presiones de bomba,31,1,Tarea finalizada correctamente.
1101,168,1006,Soldar refuerzos,32,1,Tarea finalizada correctamente.
1102,168,1002,Tomar muestra de aceite,36,1,Tarea finalizada correctamente.
1103,168,1000,Verificar sprockets,64,1,Tarea finalizada correctamente.
1104,168,997,Ajustar válvulas,39,1,Tarea finalizada correctamente.
1105,168,996,Rotar neumáticos,57,1,Tarea finalizada correctamente.
1106,168,998,Lavar equipo completo,44,1,Tarea finalizada correctamente.
1107,168,1003,Limpiar radiador,51,1,Tarea finalizada correctamente.
1108,168,1007,Cambiar filtro de aire,32,1,Tarea finalizada correctamente.
1109,168,995,Engrasar articulaciones,54,1,Tarea finalizada correctamente.
1110,168,1008,Verificar controles,41,1,Tarea finalizada correctamente.
1111,169,993,Verificar controles,42,1,Tarea finalizada correctamente.
1112,169,982,Revisar pastillas,45,1,Tarea finalizada correctamente.
1113,169,985,Engrasar crucetas,33,1,Tarea finalizada correctamente.
1114,169,984,Cambiar aceite hidráulico,41,1,Tarea finalizada correctamente.
1115,169,989,Verificar sprockets,32,1,Tarea finalizada correctamente.
1116,169,990,Revisar inyectores,21,1,Tarea finalizada correctamente.
1117,169,988,Revisar mangueras,21,1,Tarea finalizada correctamente.
1118,169,991,Cambiar bocinas,29,1,Tarea finalizada correctamente.
1119,169,987,Rotar neumáticos,52,1,Tarea finalizada correctamente.
1120,169,992,Verificar funcionamiento de motor,26,1,Tarea finalizada correctamente.
1121,170,1011,Revisar terminales,43,1,Tarea finalizada correctamente.
1122,170,1012,Tomar muestra de aceite,78,1,Tarea finalizada correctamente.
1123,170,1009,Verificar cilindros,24,1,Tarea finalizada correctamente.
1124,171,973,Verificar termostato,43,1,Tarea finalizada correctamente.
1125,171,969,Alinear dirección,54,1,Tarea finalizada correctamente.
1126,171,972,Verificar silenciador,41,1,Tarea finalizada correctamente.
1127,171,970,Inspeccionar conexiones,53,1,Tarea finalizada correctamente.
1128,172,998,Lavar equipo completo,31,1,Tarea finalizada correctamente.
1129,172,996,Rotar neumáticos,43,1,Tarea finalizada correctamente.
1130,172,1001,Medir presiones de bomba,63,1,Tarea finalizada correctamente.
1131,172,1004,Verificar silenciador,49,1,Tarea finalizada correctamente.
1132,172,1005,Cambiar aceite de transmisión,52,1,Tarea finalizada correctamente.
1133,172,997,Ajustar válvulas,40,1,Tarea finalizada correctamente.
1134,172,1003,Limpiar radiador,26,1,Tarea finalizada correctamente.
1135,172,999,Revisar batería,52,1,Tarea finalizada correctamente.
1136,172,1006,Soldar refuerzos,54,1,Tarea finalizada correctamente.
1137,172,1002,Tomar muestra de aceite,35,1,Tarea finalizada correctamente.
1138,172,995,Engrasar articulaciones,34,1,Tarea finalizada correctamente.
1139,172,994,Verificar bomba de combustible,59,1,Tarea finalizada correctamente.
1140,172,1000,Verificar sprockets,69,1,Tarea finalizada correctamente.
1141,173,1003,Limpiar radiador,34,1,Tarea finalizada correctamente.
1142,173,996,Rotar neumáticos,48,1,Tarea finalizada correctamente.
1143,173,1000,Verificar sprockets,51,1,Tarea finalizada correctamente.
1144,173,999,Revisar batería,44,1,Tarea finalizada correctamente.
1145,173,1007,Cambiar filtro de aire,67,1,Tarea finalizada correctamente.
1146,173,1006,Soldar refuerzos,32,1,Tarea finalizada correctamente.
1147,173,995,Engrasar articulaciones,38,1,Tarea finalizada correctamente.
1148,173,1001,Medir presiones de bomba,36,1,Tarea finalizada correctamente.
1149,173,998,Lavar equipo completo,28,1,Tarea finalizada correctamente.
1150,173,1002,Tomar muestra de aceite,46,1,Tarea finalizada correctamente.
1151,173,997,Ajustar válvulas,27,1,Tarea finalizada correctamente.
1152,173,994,Verificar bomba de combustible,44,1,Tarea finalizada correctamente.
1153,173,1008,Verificar controles,44,1,Tarea finalizada correctamente.
1154,174,1022,Engrasar puntos de lubricación,56,1,Tarea finalizada correctamente.
1155,174,1023,Verificar pasadores,24,1,Tarea finalizada correctamente.
1156,174,1021,Inspeccionar conexiones,19,1,Tarea finalizada correctamente.
1157,174,1019,Reparar abolladuras,47,1,Tarea finalizada correctamente.
1158,174,1018,Revisar mangueras,71,1,Tarea finalizada correctamente.
1159,174,1024,Revisar convertidor,61,1,Tarea finalizada correctamente.
1160,174,1025,Engrasar articulaciones,67,1,Tarea finalizada correctamente.
1161,175,1037,Limpiar trampa de agua,64,1,Tarea finalizada correctamente.
1162,175,1027,Reparar abolladuras,71,1,Tarea finalizada correctamente.
1163,175,1036,Verificar termostato,62,1,Tarea finalizada correctamente.
1164,175,1029,Inspeccionar conexiones,34,1,Tarea finalizada correctamente.
1165,175,1026,Reparar pinchazo,72,1,Tarea finalizada correctamente.
1166,175,1034,Revisar terminales,31,1,Tarea finalizada correctamente.
1167,175,1028,Tomar muestra de aceite,51,1,Tarea finalizada correctamente.
1168,175,1030,Ajustar embrague,79,1,Tarea finalizada correctamente.
1169,175,1033,Verificar líquido de frenos,37,1,Tarea finalizada correctamente.
1170,175,1032,Limpiar pre-filtro,51,1,Tarea finalizada correctamente.
1171,176,1024,Revisar convertidor,34,1,Tarea finalizada correctamente.
1172,176,1023,Verificar pasadores,32,1,Tarea finalizada correctamente.
1173,176,1022,Engrasar puntos de lubricación,63,1,Tarea finalizada correctamente.
1174,176,1020,Inspeccionar correas,26,1,Tarea finalizada correctamente.
1175,176,1018,Revisar mangueras,36,1,Tarea finalizada correctamente.
1176,176,1021,Inspeccionar conexiones,54,1,Tarea finalizada correctamente.
1177,176,1025,Engrasar articulaciones,55,1,Tarea finalizada correctamente.
1178,177,1013,Cambiar filtro de combustible,38,1,Tarea finalizada correctamente.
1179,177,1014,Inspección visual,67,1,Tarea finalizada correctamente.
1180,177,1015,Revisar asiento,52,1,Tarea finalizada correctamente.
1181,177,1016,Revisar inyectores,54,1,Tarea finalizada correctamente.
1182,181,1025,Engrasar articulaciones,58,1,Tarea finalizada correctamente.
1183,181,1024,Revisar convertidor,45,1,Tarea finalizada correctamente.
1184,181,1020,Inspeccionar correas,43,1,Tarea finalizada correctamente.
1185,181,1018,Revisar mangueras,69,1,Tarea finalizada correctamente.
1186,181,1021,Inspeccionar conexiones,57,1,Tarea finalizada correctamente.
1187,181,1023,Verificar pasadores,35,1,Tarea finalizada correctamente.
1188,181,1019,Reparar abolladuras,52,1,Tarea finalizada correctamente.
1189,182,1091,Revisar discos,58,1,Tarea finalizada correctamente.
1190,182,1090,Medir presiones de bomba,79,1,Tarea finalizada correctamente.
1191,182,1096,Rotar neumáticos,45,1,Tarea finalizada correctamente.
1192,182,1089,Cambiar aceite de motor,64,1,Tarea finalizada correctamente.
1193,182,1088,Revisar bomba de agua,49,1,Tarea finalizada correctamente.
1194,182,1093,Pintar partes oxidadas,22,1,Tarea finalizada correctamente.
1195,182,1086,Revisar dientes,59,1,Tarea finalizada correctamente.
1196,182,1082,Inspeccionar correas,21,1,Tarea finalizada correctamente.
1197,182,1085,Revisar batería,40,1,Tarea finalizada correctamente.
1198,182,1092,Revisar cinturón de seguridad,46,1,Tarea finalizada correctamente.
1199,182,1094,Revisar bomba de dirección,53,1,Tarea finalizada correctamente.
1200,182,1083,Revisar inyectores,70,1,Tarea finalizada correctamente.
1201,182,1095,Verificar cardanes,55,1,Tarea finalizada correctamente.
1202,183,1058,Ajustar tensión,53,1,Tarea finalizada correctamente.
1203,183,1061,Revisar convertidor,60,1,Tarea finalizada correctamente.
1204,183,1057,Verificar alternador,49,1,Tarea finalizada correctamente.
1205,183,1059,Cambiar empaques,47,1,Tarea finalizada correctamente.
1206,184,1084,Cambiar filtro de combustible,39,1,Tarea finalizada correctamente.
1207,184,1083,Revisar inyectores,46,1,Tarea finalizada correctamente.
1208,184,1088,Revisar bomba de agua,34,1,Tarea finalizada correctamente.
